,i
.S484 1893,2
.A42 1822,2
G46 1911,2
.H5 1941,2
T6 1896,2
B39 1931,2
.P3775 1909,2
H36 1932,2
.L58 1910,2
G218 1985,2
T75 1898,2
A53 1933,2
B76 1859,2
C66 1941,2
A3 1865,2
I54 1880,2
S86 1931,2
.J33 1937,2
.L666 1880,2
.U55 1906,2
T46 1900,2
F57 1888,2
.B88 1848,2
I577 1900z,2
H47 1931,2
F74 1923,2
B2 1874,2
Atlas (63)1930/32,2
C66 1890,2
G73 1913,2
A4 1920,2
M33 1910,2
.E1786 1901 c.2,2
.S76 1857,2
D38 1923,2
S73 1879,2
H5 1909,2
.G5356 1919,2
B87 1853,2
B76 1855,2
.S495 1969,2
P44 1902,2
A2 2004,2
S38 1966,2
V36 1953,2
F57 1905,2
L66 1870,2
.I74 1936p,2
M46 1858,2
S53 1965,2
D43 1900z,2
R44 1862,2
D53 1902,2
P74 1938,2
I5 1881,2
.C667666 1900zp,2
D48 1995 c.1,2
I576 1904,2
.N643 1896,2
F577 1885,2
Atlas (29)1898,2
A2 1927,2
.B25 1879,2
.I835 1967,2
B33 1860,2
A33 1899,2
N49 1900,2
S65 1905,2
M35 1901,2
A3 1866,2
R43 1924,2
H55 1906,2
C3 1936,2
B37 1851,2
B76 1898,2
H52 1885,2
R47 1848,2
.L44 1966,2
P64 1975,2
B44 1886,2
M48 1925,2
.B44 1891,2
W37 1912,2
H43 1872,2
.S37 1960,2
1882,2
.H555 1904,2
W55 1917,2
G73 1935,2
.U88 1891,2
K4 1864,2
.S74 1824,2
.P664 1912,2
Atlas (60)1907/30,2
.D93 1837,2
F3 1909,2
P88 1869,2
C66 1929,2
R44 1880,2
A4 2014,2
A4 1988,2
P74 1935,2
D35 1894,2
V36 1928,2
B76 1902,2
L37 1998,2
S73 1975,2
.H32 1900,2
.R63 1919,2
T6 1950,2
.I53 1987,2
R47 1823,2
M4 1906,2
S76 1893,2
S8 1892 c.3,2
.B44 1862,2
F57 1908,2
.N695 1987,2
B75 1951,2
S263 1988pb,2
H46 1904,2
D88 1889 c. 1,2
W47 1959,2
.T6776 1924,2
N58 1859,2
Atlas (36a)1905,2
.H33 1901,2
S43 1896,2
R47 1861,2
.W55 1881,2
.I63 1909,2
F57 1935,2
W55 1971,2
R47 1851,2
.G7 1979,2
.C88 1937,2
Atlas (1)1846,2
.R58 1967,2
S64 1867,2
N58 1822,2
S554 1879,2
.R66 1910,2
C45 1869,2
M3 1871,2
Atlas (52)1922,2
.L496 1951,2
Atlas (61)1915/66,2
F57 1871,2
P9 1886,2
I5 1880,2
.H92 1915,2
D39 1882,2
R44 1858,2
W55 1941,2
A3 1995,2
R63 1881,2
B76 1897,2
D3 1886,2
.W468 1855b,2
B76 1854,2
B5 1899,2
.H37758 1906,2
R6 1904,2
1929,2
P74 1908,2
B43 1872,2
.M67847 1890,2
.V6 1966,2
A5 1912,2
I573 1900z,2
.B66 1867,2
C66 1899,2
N68 1859,2
C65 1858,2
.A3 1923,2
C46 1937,2
Atlas (54)1929,2
1855 B37 1950,2
U6 1870,2
W57 1993,2
.G74 1852,2
.L88 1851,2
.B445 1885,2
H5 1876,2
.F678 1899b,2
S55 1974,2
Atlas (21)1880,2
A4 1913,2
.C66764 1941,2
T75 1961,2
A5 1908,2
.B33 1890,2
H69 1891,2
.A93 1912b,2
B4,2
B44 1883,2
Atlas (44)1911/12,2
F74 1898,2
M48 1941,2
W55 1924,2
L3 1969,2
P74 1902,2
W35 1907,2
S47 1803,2
R53 1902,2
Z56 1900z,2
G37 1959,2
W45 1984,2
.U54 1898,2
.H77 1889,2
.H3 1949,2
B76 1914 c.2,2
.M3 1969,2
.L8465 1958b,2
M3 1896,2
C46 1904,2
A4 1981,2
.W3555 1902,2
M45 1917,2
.S2646 1911,2
Atlas (43)1907,2
Atlas (48)1920,2
.L66 1989 Index,2
H37 1955,2
.P43 1886 c.3,2
P43 1873,2
R441 1900z,2
.W5653 1930,2
C465 1900z,2
.C627 1918,2
A3 1983,2
.C6313 1907,2
.M66 1998,2
A76 1923,2
G55 1937,2
N58 1974,2
.O38 1900z,2
N35 1911,2
C46 1864,2
G65 1878,2
R44 1847,2
A4 1934,2
.P45 1913,2
.C5375 1905b,2
.E26 1893,2
E85 1877,2
.L66,2
S43 1890,2
C57 1894,2
L54 1902,2
N58 1981,2
L34 1921,2
M36 1918,2
H4 1902,2
.F55 1896,2
.S753 1904,2
T74 1912,2
S43 1928,2
A83 1922,2
.A4 1916,2
D8 1930,2
L66 1900,2
.H43 1866,2
Atlas (35b)1904/12,2
Atlas (19)1880,2
.E4664 1915,2
A5 1855,2
.C787 1941,2
S8 1902,2
A3 1948,2
F67 1902,2
M46 1845,2
C65 1849,2
.W55 1907,2
S35 1895,2
K45 1973,2
.N48 1883,2
.A76 1934,2
.K5637 1945,2
A3 1883,2
.C675775 1939,2
.T746 1901,2
S28 1919,2
.M6775 1914,2
R47 1897,2
B76 2006,2
A3 1891,2
Q44 1945,2
B43 1897,2
U55 1912,2
D57,2
.M34 1907,2
.W37 1861,2
.P53 1933,2
1992,2
1928,2
Atlas (49)1920,2
M37 1883,2
S76 1957,2
.S5446 1857,2
M2 1925,2
M43 1917,2
L47 1812,2
B47 1969,2
A23 1934,2
B45 1912,2
A238 1940,2
.S5 1896,2
A3 1848,2
.C465 1744,2
.B639 1888,2
.W34 1952,2
.M25 1929,2
H65 1917,2
.F78 1969,2
I37 1996,2
.S53878 1976,2
M3 1950,2
F54 1911,2
C5 1868,2
.S4534 1911,2
.J494 1908,2
.C6849 1971,2
V67 1924,2
R44 1951,2
A256 1900z,2
.S76 1868,2
.N732 1948,2
.L57,2
F67 1956,2
S6 1716,2
S37 1857,2
.A6 1836,2
A3 1844,2
W5 1964,2
Atlas (39b)1907/12,2
U73 1996,2
S35 1855,2
W37 1941,2
.B3525 1910,2
B76 1970,2
L36 1998,2
S46 1879,2
1934,2
.C7364 1895,2
.S81 1873,2
B44 1863,2
C7 1889,2
Atlas (20)1880,2
.H4655 1943,2
W54 1892,2
B747,2
A1 1899,2
R44 1950z,2
.R177 1981,2
.S45 1919,2
.B87 1975,2
.S5338 1885,2
I574 1934,2
.S47 1892,2
.U534 1913,2
A272 1974,2
C4 1930,2
Atlas (30)1898,2
.M68 1826,2
P67 1937,2
.F6684 1907,2
S35 1911,2
.P58 1985,2
N6 1894,2
M14 1926,2
.W55 1935,2
I58 1916,2
M48 1900z,2
W3 1971,2
.B44 1870,2
S6 1972,2
B7 1907,2
.F67 1888,2
N49 1890,2
M48 1887,2
I574 1909,2
N45 1956,2
.M82 1860,2
.C86653 1886,2
F757 1905,2
.R64 1888,2
.B75 1947,2
Atlas (23)1880,2
F57 1901,2
B54 1920,2
1966,2
K37 1978,2
M6 1911,2
.S65 1815,2
G46 1973,2
H69 1933,2
.H55 1937,2
.F752 1904,2
Atlas (53b)1924/27,2
.M363 1898,2
P37 1900z,2
.R63 1874,2
.S748 1933,2
H9 1836,2
Atlas (51)1921,2
L66 1980,2
S65 1968,2
H39 1879,2
Atlas (34b)1904/12,2
B76 1951,2
C46 1913,2
.B44 1850,2
A285 1908,2
.B3525 1912,2
A217 1930,2
.B76 1974,2
S45 1939,2
U55 1936,2
J66 1947,2
S38 1926,2
S3 1886,2
Atlas (50)1921,2
B3 1969,2
S68 1870,2
S74 1899,2
.T35 1883,2
B6 1970,2
D38 1909,2
.P43773 1911b,2
P33 1938,2
P59 1887,2
N45 1973,2
A2 1873,2
.H37 1901,2
.H46 1983,2
.R49 1910z,2
R43 1884,2
A253 1940,2
L3 1911,2
A256 1957,2
S53 1884,2
N49 1969,2
.N68 1857,2
.C6954 1929,2
.N68 1959,2
.T86 1912,2
.U54 1972,2
H37 1892,2
S68 1879,2
A4 1925,2
S25 1867,2
.F43 1799,2
Atlas (18)1880,2
B76 1946,2
.L38 1936,2
.S54 1892,2
.H65485 1923,2
C43 1891,2
C68 1932,2
S47 1872,2
R47 1951,2
.C73 1907,2
S68 1900z,2
H68 1923,2
.H65 1925,2
T47 2003,2
A45 1926,2
F74 1883,2
A3 1973,2
Atlas (59)1941,2
P74 1878,2
.C42 1845,2
R47 1856,2
.H67 1972,2
.H8678 1925,2
.D683 1897,2
L58 1907,2
W54 1893,2
1902,2
I5 1897,2
.B36 1900z,2
G73 1937,2
S68 1895,2
A3 1975p,2
A3 1903,2
S47 1858,2
W47 1934,2
Atlas (45)1916/21,2
A2 2005,2
W55 1901,2
B37 1933,2
.G64 1974,2
E3 1976,2
O35 1863,2
S94 1938,2
.N5 1924,2
G74 1998,2
.B653 1950,2
M66 1900z,2
M55 1896,2
S5 1963,2
Atlas (24)1880,2
C66 1940,2
.N4 1928,2
.H64 1885,2
L27,2
F57 1920,2
T46 1872,2
B979 1946,2
.H35 1900,2
M68 1893,2
.N59 1902,2
W56 2013,2
B37 1925,2
.N62,2
A3 1932,2
.N4 1998,2
.K4395 1882,2
S6 1884,2
T47 1863,2
A253 1900z,2
.B76 1860,2
V65 1969,2
Atlas (9)1877,2
B67 1857,2
.C3 1913,2
M46 1881,2
P74 1875,2
R47 1944,2
F74 1991,2
S474 1851,2
O26 2009,2
.V56 1924,2
.B76 1905,2
A4 1986,2
.J365 1958,2
.F657 1938,2
N37 1971,2
M46 1853,2
O54 1924,2
S35 1920,2
.P88 1891,2
.D453 1945,2
Atlas (47)1917/20,2
.F746 1909,2
P74 1912,2
B6 1953,2
.C636 1920 c.1,2
.Z33 1963,2
1898,2
2002,2
O84 1879,2
B76 1857,2
.P64 1871,2
P74 1901,2
A3 1937,2
.P43 1886 c.1,2
C45 1905,2
.S77664 1871,2
P65 1847,2
Atlas (38b)1905/12,2
S3 1965,2
.H67 1905,2
.W4 1931,2
Atlas (37a)1906,2
.L596 1925,2
H41 1901,2
E2,2
B375 1979,2
H57 1930,2
G8 1985,2
M46 1901,2
.S2557 1900z,2
J64 1884,2
W35 1939,2
N7 1941,2
S6 1948,2
M36 1919,2
B76 1994 c.2,2
A3 1988,2
.S7738 1908,2
W39 1883,2
M37 1908,2
.M53 1915,2
R5 1852,2
H8 1895,2
C43 1900,2
B7 1848,2
D45 1877,2
W35 1923,2
F57 1851,2
G73 1900z,2
T45 1874,2
L3 1885,2
M48 1930,2
.S76 1896,2
P74 1894,2
D8 1970,2
B76 1920,2
.M6858 1925,2
F87 1972,2
S66 1900,2
.B6773 1905,2
.U53 1972,2
P37 1890,2
S8 1893,2
V36 1906,2
Atlas (62)1929/32,2
R43 1908,2
C66 1851,2
R44 1930,2
P466 1927,2
P88 1879,2
Atlas (10)1877,2
I57 1938,2
D63 1869,2
M37 1900,2
M33 2012,2
T44 1902,2
I574 1911,2
.U53 1972 Suppl.1,2
.H6945 1897,2
.B3 1877,2
.U55 1970z,2
C37 1930,2
.B35 1977,2
C66 1930,2
.R29 1776,2
.C3774 1920,2
S76 1897,2
A3 1938,2
.A236 1906,2
.A6 1850b,2
S95 1924,2
.C6315 1928,2
.S7484 1914,2
S86 1887,2
M87 1909,2
E65 1900z,2
P74 1955,2
O53 1924,2
I53 1900z,2
1908,2
.I53 1970 Index,2
.B44 1867,2
.W373 1851,2
Atlas (25)1886,2
.V36753 1982,2
.B656 1890,2
.T4787 1868 c.1,2
.A325 1980,2
A3 1962,2
.K546 1897,2
H4 1952,2
.B26 1886,2
Atlas (55)1929,2
B75 1853,2
A2,2
A2 1909,2
M36 1880,2
.C65 1910,2
.S387 1902,2
A5 1905,2
D46 1995,2
L54 1899,2
2006,2
D55 1921,2
A4 1969,2
.W75 1960,2
.M66 1798,2
.S5339 1920,2
L39 1858,2
.E88 1835,2
K73 1926,2
C48 1890,2
.T667 1997,2
A87 1960,2
Atlas (3)1855,2
.U55 1863,2
J7 1879,2
C48 1906,2
R47 1859,2
L37 1994,2
W35 1928,2
.H75 1913,2
.B545 1924,2
.S636 1939,2
.N58 1898,2
A3 1860,2
.C69 1958,2
A3 1852,2
.A85 1904,2
.D46337 1964,2
M3 1964,2
P56 1915,2
1976,2
.R5 1970,2
S48 1917,2
L69 1909,2
C46 1914,2
.W47 1989,2
S86 1907,2
.B39 1989,2
F67 1912,2
.S46 1926,2
L4 1907,2
P4 1966,2
I9 1932,2
T66 1923,2
K57 1988,2
U55 1923,2
.M32355 1884,2
.H934 1864,2
.T4787 1868 c.2,2
M33 1931,2
.H35 1878,2
Atlas (38a)1905,2
F756 1906,2
B6 1921,2
.A43 1928,2
.W4368 1870,2
.C55 1976,2
B33 1878,2
.R43 1938,2
Atlas (4)1860,2
W47 1910,2
P25 1978,2
.F32 1962,2
A3 1873,2
R47 1855,2
I544 1940,2
P59 1858,2
A27 1945,2
.D665 1901,2
.B77 1907c,2
.C53757 1875,2
S742 1914,2
F57 1882,2
S66 1997,2
.F379 1929,2
C47 1905,2
S47 1885,2
H36 1959,2
B87 1897,2
.B48 1908,2
G89 1889,2
W66 1963 c.2,2
S64 1960p c.1,2
1969,2
.P3787 1909,2
.A4 1922,2
A4 1926,2
.B57 1920,2
H86 1917,2
.V36 1959,2
W45 1895,2
C467 1900z,2
C43 1916,2
.W37 1914,2
H3 1872,2
.C86 1911,2
P6 1875,2
B76 1914,2
B36 1924,2
.G74 1895,2
W37 1906,2
.H55 1899,2
M45 1913,2
S35 1868,2
C53 1905,2
A273 1900z,2
P54 1879,2
.S58 1900,2
.W46638 1855,2
O87 1893,2
.H54 1977,2
N48 1972,2
N58 1907,2
I5 1887,2
R44 1866,2
.C85 1987,2
.S65 1962,2
H2 1882,2
.B43881 1930,2
A285 1906,2
.C37 1974,2
A1 1867,2
.G344 1965,2
S47 1888,2
K44 1981,2
.L4 1843,2
R44 1922,2
S68 1913,2
.S38 1991,2
G76 1980,2
B56 1914,2
.W35 1901,2
M36 1873,2
R44 1931,2
M3 1869,2
.B85 1734a,2
O94 1904,2
S48 1956,2
.B76 1812,2
R43 1900z,2
.S877 1945,2
H3 1889,2
D67 1921,2
A2 1897,2
M46 1889,2
A3 2014,2
H36 1915,2
S8 1878,2
.S76 1885,2
S5 1965,2
H2 1902,2
S86 1918,2
.J3 1968,2
S3 1974,2
F37 1854,2
C66 1848,2
.C66586 1905,2
.S86 1904,2
Atlas (11)1877,2
.R663 1966,2
B82 1873,2
D63 1900z,2
.A1 1911,2
B44 1896,2
.S3 1971,2
N58p 1982,2
Atlas (36b)1905/12,2
.F876 1937,2
B7628,2
.W654 1971,2
W35 1988,2
A2 1931,2
.M85 1971,2
.M3 1967,2
.C98,2
.E88 1939,2
R43 1905,2
.G5356 1895,2
B8 1766,2
.E9 1901,2
H2 1900,2
.L36386 1968,2
C64 1945,2
.N54 1876,2
O11 1905,2
.S493 1947,2
.N58 1897,2
B53 1994,2
H46 1969,2
A3 1868,2
I5 1882,2
R492 1852,2
.G6895 1938,2
W55 1885,2
.R5367 1906,2
P74 1859,2
.C85 1977p,2
A54 1912,2
.R53 1925,2
M37 1939,2
S47 1892,2
O53 1824,2
.M668 1897b,2
.D365 1952,2
A5 1879,2
C66 1879,2
B766 1959,2
E54 1950,2
.A81 1878,2
H3 1925,2
P5 1929,2
S68 1892,2
.B76 1884,2
.B39 1846,2
H33 1974,2
.A74 1930,2
R67 1927,2
R57 1923,2
.S26 1904,2
P64 1882,2
.H527 1910,2
C43 1923,2
.G6639 1897,2
S68 1904,2
H33 1972,2
C66 1858 c.2,2
.D38 1948,2
.A849 1915,2
R44 1894,2
A263 1936,2
.L21 1877,2
L57 1935,2
H37 1920,2
.R6347 1960,2
.H3 1875,2
.R178 1793,2
B7 1971,2
.C6 1895 vol.8,2
C46 1964 c.2,2
N7 1909,2
.B44 1892,2
.L32 1937,2
B36 1900z,2
S65 1897,2
.W37 1912,2
D43 1885,2
S66 1970,2
1932,2
.G63 1883,2
.S3894 1923,2
.A94 1893,2
A68 1942,2
S66 1976,2
J36 1881,2
.C37 1885,2
M63 1925,2
.M8677 1895,2
Atlas (8)1874,2
C47 1863,2
C66 1892,2
.H5556 1860,2
A3 1910,2
.K4 1970,2
S4 1926,2
.B23 1845,2
.B55 1957,2
P74 1862,2
.E29 1889,1
.B63 1960,1
.D398 1916,1
.C63 1937,1
H57 1894,1
Z46 2015,1
D57 1847,1
.G3733 1915,1
.H378 1875,1
.H567 1906,1
.G535548 1953,1
.A735 1990,1
.B439 1941,1
.C87396 1919,1
.P396 1987,1
.K54656 1929,1
R7 1936,1
.C6554 1926,1
D47 1991,1
.D74 1934,1
R3 1970,1
.S98 1884,1
.S6268 1908,1
.C5375 1922,1
.B3553 1907,1
.D67 1967 c.2,1
.H6586 1900z,1
.T68 1788,1
.S8 1956,1
.J66 1941b,1
G86 1829 c.2,1
.R673 1848,1
.P7476 1921,1
.R365 1942,1
.S677 1894,1
.L4 1904,1
.D4686 1853,1
.S5348 1904,1
.L5637 1979,1
E3 1833,1
.D674 1908,1
.D384 1934,1
P35 1866,1
.P67 1798,1
.B661 1908,1
.S595 1990,1
.C66555 1800z,1
L66 2019,1
.W323 1859,1
B431 1887,1
.D59 1882,1
I546 1940,1
S86 1866,1
O542 1935,1
.D34 1926,1
.S566 1931,1
.C8665 1905,1
.B5224 1951,1
.S49 1895,1
.O73 1984,1
.H6 1964,1
.R5365 1800z,1
C87 1894,1
S85 1967,1
K6 1892,1
.S8 1970,1
.R877 1904,1
R93 1966 c.2,1
B8 1956 c.2,1
.S67 1876,1
N4 1920 c.2,1
.R5346 1933,1
.R486 1925,1
S9 1902,1
.D3857 1932,1
.F537 1981 Suppl. 2004,1
.L4386 1884,1
M97 1897,1
E2 1908,1
.J33639 1930,1
K4 1885,1
M8 1881,1
B44 1942,1
.E65 1927,1
.W4666 1932,1
R7 1927,1
C48 1900,1
C67 1950 c.10,1
.H3784 1956 Suppl.,1
.H37656 1961,1
.S4554 1886,1
.B3776 1910,1
F57 1872,1
.W377 1890,1
O84 1894,1
N58 1937,1
M4 1953,1
F85 1979,1
B45 1887 c.5,1
.B96 1917,1
T68 1819,1
L58 1893,1
S88 2003,1
.P586 1927,1
.D4686 1908,1
.C5375 1885b,1
R46 1992 c.1,1
.D873 1925,1
C36 1855,1
.H3787 1912b,1
.A35 1874,1
.L89 1849,1
R64 1872p,1
.C36634 1907,1
N49 1800z,1
O435 1976 c.2,1
P74 1883,1
.T787 1920,1
.G5637 1891,1
K56 1932,1
.B6789 1886,1
M67 1924,1
.K5473 1898,1
S4 1892,1
H53 1864,1
.A633 1963,1
O7 1874,1
R44p 1969 Index,1
.P73 1962,1
.S74 1974 c.2,1
.S7375 1920,1
K566 1972 c.2,1
.N88 1929,1
J65 1901,1
.B3525 1972,1
.D73 1875,1
.T274 Hu,1
.G363 1906,1
.C73 1882,1
K49 1974,1
.T43 1850,1
.S53473 1906,1
C7 1958,1
.S748 1932 c.2,1
F55 1928,1
B43 1941,1
.F34 1806,1
.E71 1799,1
.S625 1909,1
.G45 1987,1
R39 1968,1
.A93 1925,1
.F4776 1961,1
.N492 1927,1
.B6939 1910,1
J83 1959p,1
.M3748 1937,1
.C3546 1906,1
B45 1887 c.8,1
G66 1964,1
.C377764 1904,1
.B44 1927,1
.S68 1858,1
.B688 1907,1
S25 1898,1
H3 1896,1
.C537 1929,1
.J67 1851,1
.M473758 1913,1
C67 1950 c.5,1
T5 1951,1
.M32343 1894,1
D67 1928,1
.G68 1986,1
G38 1944,1
.P656 1883,1
C8 1975 Index,1
.N5 1888,1
.H84 1952,1
T35 1887,1
.W43784 1956,1
.F37 1906,1
.V66 1978,1
.G5 1962,1
.W3566 1927,1
.M3249 1890,1
.H37757 1898,1
.D445 1942,1
.T6887 1916,1
T75 1873,1
.H3775 1957,1
H35 1975,1
.E4647 1890,1
.R6747 1912,1
N675 1825,1
F69 1924,1
D38 1925,1
N33 1862,1
A85 1908,1
.C7673 1877,1
.K364 1950,1
.C377947 1935,1
L83p 1895,1
.S7368 1891,1
.S53398 1927,1
B76 1857b,1
B758 1900z v. 4,1
V34 1948,1
.C87385 1903,1
V65 1900z,1
.B8491 1966,1
.C6664 1896,1
.T35 1972,1
B87 1882,1
.P54 E82 1827,1
P73 1984,1
.N583 1900,1
B44 1829,1
.O76 1892,1
.V3683 1970,1
.H37758 1915,1
B14 2001,1
P76 1883,1
.T395 1929,1
S76 1908,1
C43 1932,1
.L44 1892,1
M37 1846,1
P64 1803,1
.B5 1936,1
O37 1921,1
.W437 1912,1
.V36344 1976,1
T56 1951,1
C15 1927,1
.W42 1825,1
I43 1894,1
.P7 1950,1
.O94 1966,1
F47 1862,1
.C377893 1915,1
.P4384 1896,1
.A3 1786,1
.P4356 1892,1
.P3754 1800z,1
A36 2005,1
U63 1984,1
A32 1964,1
.G3734 1881,1
.M44 1930,1
C68 1802,1
F578 1980,1
.S738 1861 c.2,1
B765 1969,1
.P74 1956,1
.R448 1970,1
.P5347 1882,1
S76 1865b,1
.J4 1970,1
.M668 1903,1
.M665 1847,1
.C5674 1900z,1
C45 1868,1
A3 1862,1
.G848 1937,1
.H8685 1927,1
A3 1902 c.1,1
R43 1853,1
.R677 1908,1
.U54 1883,1
.C76945 1899,1
R85 1880a,1
C65 1968,1
B76 1836,1
.R5366 1949,1
.H6564 1915,1
.S7366 1898,1
M46 1921 c.2,1
.C739 1900z,1
M55 1848 c.1,1
.Q563 1923,1
.M32665 1924,1
.J68 1937,1
.B87643 1869,1
.L44 1800z,1
.H37645 1910,1
.C3 1961,1
.M497 1898,1
.T756 1820,1
.V46 1925,1
B67 1887,1
.L684 1882,1
.G876 1863,1
R58 1974,1
.T573 1909 suppl.,1
.N677 1968,1
L6655 1899,1
.S253 1907 Index,1
L45 1923,1
P68 1939,1
M48 1877,1
.J66 1980,1
.W464 1850,1
B3 1851,1
.H37757 1922,1
.W4363 1911,1
.P4555 1928,1
S43 1835,1
V3 1888,1
.T43 1805,1
R6 1970,1
.S73 1979,1
.B4392 1955,1
D46 1896 c.1,1
.T54 1997 c.1,1
.S67437 1938,1
.E2 1877,1
.P7476 1864,1
.W4 1857,1
.F3537 1886,1
.F745 1863,1
.S2744 1919,1
I676 1909,1
.N555 1926,1
V76 1909,1
.M8675 1884,1
B377 1900z,1
C44 1880 c.2,1
.E4357 1954,1
.A33 1892 c.1,1
R54 1912,1
A33 1938,1
.B681 1887,1
.T59 1863,1
A15 1901,1
H8 1971,1
.F6954 1904,1
M5 1876,1
.W384 1914,1
.M475 1943,1
.D3857 1886,1
.R5365 1897,1
.J646 1894,1
.J4252 1853,1
C26 1892,1
.D43 1908 c.2,1
.F3754 1943,1
.B6584 1905,1
.A93 1899,1
.S67377 1962,1
.S762 1980,1
R46 1840,1
C43 1992,1
W87 1977,1
.H883 1976,1
.F644 1903,1
.A79 1882,1
.S5465 1938,1
.S625 1937,1
.N38 1975,1
D46p 1970,1
.F53744 1890b,1
.S255 1924,1
D39 1880,1
S33 1887 c.2,1
A54 1941,1
C67 1957,1
W55 1862,1
.H6775 1876b,1
.B7523 1910,1
S44 1896,1
P73 1985,1
.B66 1948,1
C434p 1986,1
.B741 1947,1
E45 2008,1
A64 1882,1
A33 1859,1
.B336 1941,1
W65 1895,1
A33 1895,1
.C37 1929,1
S54 1933,1
.M49 1986,1
L85 1876,1
G67 1898,1
.E95 1928,1
N59 2015,1
.B6589 1880,1
.A56 1786,1
.B65856 1923,1
C4 1917,1
U56 1929,1
.W74 1903,1
.B875 1865,1
.S73754 1910,1
G8 1852,1
H27 1906,1
.W4685 1873,1
.M532 1893,1
.J86 1908,1
T67 2015,1
S86 1991,1
.K51 2001,1
H37 2008,1
.P4375 1890,1
H42 1907,1
R396 1917,1
V2 1914,1
.S36 1860,1
.L364 1885,1
.L584 1922,1
.E4664 1898,1
.M5 1958,1
.R6674 1946,1
.L564 1905,1
.A645 1886,1
.T99 1775,1
.H67 1931,1
G3 1927,1
.B87 1880,1
.W346 1917,1
.G3733 1936,1
O43 1907,1
.M663 1946 suppl.,1
A265 1900z,1
.G7544 1892,1
.K54 1973,1
.C87385 1924,1
S54 1929,1
.L44 1912,1
.A554 1899b,1
.P873 1911,1
R658 1923,1
S95 1880,1
.H8676 1924,1
.N58 1923 c.1,1
.K4635 1978,1
.G54 1897 Index,1
.S53476 1936,1
.E365 1930,1
.M12 1926,1
F87 1834 c.1,1
M56 1786,1
P35 1899 c.2,1
A23 1916,1
F4 1868,1
S25 1911,1
.P7686 1934,1
C46 1865,1
.K4663 1907,1
.B55 1955,1
.B373 1910,1
B7 1887,1
.B76.5 1977,1
.T66 1904,1
.C4344 1911,1
.T4766 1959-85,1
.W56 1876,1
.Y67 1936,1
.P3765 1900z,1
N454 2000,1
.V58 1907,1
.B67 1953,1
M6413 2002,1
F57 1938,1
.M834 1868,1
.L56 1929c,1
M46 1989a,1
.S5458 1966,1
.L478 1926,1
.F85 1910,1
B769 1941 c.1,1
T46 1863,1
A2 1904 c.1,1
G7 1886,1
.G39 1920,1
.W49 1981,1
.F698 1882,1
.T395 1925,1
.T58 1937,1
.O54 1910,1
P46 1975,1
N69 1960,1
.Z67 1895,1
H6 1872,1
L585 1902,1
P67 1941,1
C74 1921,1
H4 1933,1
S59 1974,1
.V36 1888,1
.T7438 1889,1
.S625 1915b,1
B3 1931,1
.M35 1951,1
.C735 1893,1
.B8725 1893 c.3,1
.F82 1905,1
H215 1985,1
.A74 1931b,1
.C3 1912,1
M36 1898,1
G75 1935,1
.W38p 1963,1
.M88 1789,1
V65 1955 c.2,1
.Y58 1957,1
E5 1931,1
F55 2003 c.3,1
.H384 1897,1
.N535 1911,1
.H6775 1965,1
.S53455 1896,1
.S53 1885,1
.K54653 1932,1
.A65 1864,1
G45 1988b,1
P747 1840,1
.H877 1900,1
.C5398 1892,1
.B8444 1878,1
.B7511 1925,1
.D38 2000,1
.L8653 1897,1
.W3 1960,1
.M3479 1938,1
O84 1877,1
.H37757 1962,1
.R63 1863,1
.W55557 1917,1
.P85 1793,1
.P98 1868,1
.G78 1914,1
.M4747 1915,1
.D63 1933,1
W5 1953,1
.B439 1904,1
A94 1923 c.2,1
.G15 1775,1
.T612 1882,1
C38 1853,1
.W75 1900,1
K4 1975b,1
.J46 1866,1
.W5576 1929b,1
L36 1994,1
.B5158 1887,1
F7 1970,1
M48 1918,1
M3 1988,1
.B752 1890,1
.R3633 1943,1
.S625 1927b,1
.C6 1902,1
.O72 1983 c.1,1
.K5 1965,1
.M668 1964,1
F533 1946 c.2,1
.H835 1916,1
M36 1900,1
.C65475 1900z,1
.B76 1930,1
.S625 2006,1
.P385 1936,1
.W356 1916,1
F53 1788p,1
.A62 1969,1
.V53 1800z,1
L38 1929,1
.R6356 1903,1
S4 1898,1
.S95 1874,1
.A633 1919,1
.B65 1900,1
.B3 1962 c.2,1
C37 1892,1
.A54 1895,1
N583 1952,1
D63 1931,1
.B5 1921-1935,1
.D3637 1865,1
I585 1908,1
R63 1952,1
.L697 1892,1
N49 1909,1
M66 1974,1
.T665 1901,1
.E464 1898,1
.P55 1886,1
.B661 1910,1
.P397 1903,1
.T8885 1953,1
D2 1855 c.2,1
S62 1974 c.1,1
.W38 1985 c.2,1
.C5375 1909,1
.V36339 1897,1
G35 1903,1
C7 1858,1
P747 1937,1
.P455 1900z,1
.K4647 1913,1
.S437 1893,1
.P664 1916,1
S76 1825,1
.W35 1898,1
.H37757 1895,1
E65 1967 c.1,1
.W45 1933,1
R64 1960,1
.S7535 1869,1
.W65 1907,1
U54 1991,1
.L44 1896,1
.W43557 1874b,1
.E37 1924,1
B47 1900z,1
M663 1915,1
.W3845 1934,1
.G5353 1911,1
.C6535 1970,1
.W54 1890 c.1,1
.F537 1981 Suppl. 1993,1
T64 1872,1
.W3735 1878,1
.D73 1845,1
.J34 1967,1
P59 1873 c.2,1
.J64 1842,1
S52 1900,1
.A336 1864,1
C45 1859,1
.V35 1893,1
A4 1826,1
