,4
Reclass from Geneal B2112wb;,1
Reclass from NYS B86 B8634;,1
Reclass from Geneal. P2587pg;,1
Reclass from KFN5503.A82 I56p 1911;,1
Reclass fromNYS W27 H5565;,1
Reclass from Geneal. guides Y275g;,1
Reclass from Geneal. Si655s;,1
reclass from Vit Rec NYS Canajoharie;,1
Reclass from NYS H1815;,1
Reclass from CS71.M4696 1984 v.3;,1
reclass from Am. Rev. B6135;,1
Reclass from Geneal. So895sg;,1
reclass from Vit. Rec. CT Stratford;,1
Reclass from NA9085.M63 A3;,1
reclass from stacks BX3600 .B76 1959;,1
reclass from L.I. H37 C2125;,1
reclass from PZ3.H121 On;,1
Reclass TG15.W32;,1
Reclass from Geneal. Coll. Sa345 v.1;,1
Reclass from CS71.C456 1903;,1
Reclass from R/A D7595;,1
reclass from R/A N4208;,1
reclass from NJ P2658 Sc8603 vol.1;,1
Reclass from Geneal. H1575h;,1
Reclass from NYS W27 W2766;,1
reclass from pz3.f8627 cr;,1
Reclass from Arts P7 D4965i;,1
Reclass from Geneal. B25762;,1
Reclass from Geneal. AL218aed;,1
Reclass from Ref HA214.N5 N58 1974;,1
Reclass from Geneal. P4425bw;,1
Reclass from LD3081.L3583 E54p 1961;,1
Reclass from TS549.A57 1894a;,1
reclass from Spec Coll R/A HV544.B7L66;,1
Reclass from L I P27 R2595;,1
reclass from Geneal.J7103d;,1
reclass from NYS P8308 P8308;,1
Reclass from L I B75 B6265 (spine: C6265);,1
reclass from E184.H95 S7;,1
reclass from Am. Rev. F6415;,1
reclass from HE6366.U54 1811a;,1
reclass from NA4510.M8 B76p 1878;,1
reclass from Vit. Rec. NYS Kerhonkson;,1
Reclass from NYS H86 G8895;,1
reclass from Queens B1565;,1
Reclass from NJ B9254 B8133;,1
Reclass from Upstairs R15 .B76 1846;,1
Reclass from PN6101.H34 1877b;,1
reclass from Census NoCarol 1784-1787;,1
reclass from Geneal. SL535s;,1
Reclass from Geneal. So893c;,1
reclass from NYC B6145;,1
reclass from R/A R335;,1
Reclass from L I H37 H2515;,1
Reclass from TH9505.B7605 F53;,1
Reclass from NJ C9102 C8434g;,1
Reclass from NYS R39 B1565;,1
reclass from Am. Rev. C6543;,1
Reclass from Geneal. St719d;,1
Reclass from NYS W268 H7835;,1
Reclass from Geneal. M5614c c.2;,1
reclass from Z232.R8 H8 1907;,1
Reclass from CS71.B384 1865;,1
Reclass from NYS AL13 B2265;,1
Reclass from NJ H7575 v.4;,1
reclass from NYS H55 H5595;,1
reclass from geneal. P2817L;,1
Reclass from Queens F2835;,1
Reclass from Geneal. W6725w;,1
Reclass From Closed Stack Q11 .N82 no. 41;,1
Reclass from Vault P7595m;,1
reclass from W3395;,1
reclass from Geneal. Sch285;,1
Reclass from CS71.P3744 1986;,1
reclass from R/A G5 1913;,1
reclass from geneal. H1585hh;,1
reclass from NYC M8625;,1
reclass from Black Hist. N3325;,1
Reclass from BX6480.B7 .B377 A7;,1
reclass from NJ T6408 N3385t;,1
Reclass from Geneal. B3925 vol.2;,1
reclass from CS71.C233 1908;,1
reclass from L.I. M43 C8555m;,1
Reclass from Geneal. H9705;,1
Reclass from CS71.C466 1931;,1
Reclass from NYS ON6 C3865;,1
reclass from geneal. B1932bc v.2;,1
Reclass from NYS Ot2 B5835;,1
reclass from NJ C1445 C7855s;,1
Reclass fromArts A4 St475;,1
reclass from PZ.V428 1987;,1
reclass from NYC N4175;,1
reclass from Arts P4 G1355;,1
reclass from PZ3.P174 Rem 1990;,1
reclass from Geneal. Sm652m;,1
Reclass from NYS T75 W8795 1860;,1
reclass from NYS W17 W1735;,1
reclass from E176.H8;,1
Reclass from NJ M8315 M9274o;,1
Reclassed from Fol. F128.37 .K56 1903;,1
reclass from geneal. P7365p;,1
reclass from Arts B5 P6525;,1
reclass from geneal. At951ac;,1
Reclass from Geneal. Si478sfj;,1
Reclass from NYS T17 .H9685;,1
Reclass from NJ St124;,1
reclass from Vit Rec PA Luzerne Co.;,1
Reclass from Vault Sm685h;,1
reclass from Geneal. H1805k;,1
Reclass from NYS M6155 1843;,1
Reclass from Geneal. P8715jp;,1
Reclass from Black Hist. Os55;,1
Reclass from Vault Ad185ajs;,1
Reclass from L I Sa18 H3585s;,1
Reclass from CS71.H3934 1989a;,1
Reclass from NJ N3886n;,1
Reclass from Geneal. Sm515ha;,1
Reclass from Arts D1 G9445;,1
Reclass from Vit Rec NYS Schoarie;,1
Reclass from Vault F8455;,1
Reclass from Fol. Arts D2 C4625i;,1
Reclass from NYS P98 P3655;,1
Reclass from NYS W27 St725;,1
Reclass from Geneal B2411b;,1
Reclass from Vault C3355;,1
Reclass from NJ C1708 C7717;,1
reclass from NYS AL13 C7365;,1
Reclass from CS71.L338 1950;,1
reclass from NJ N4225 C8355;,1
Reclass from Folio NYS Ot7 H9325;,1
Reclass from CS71 .W29 1893;,1
Reclass from NYC Si555;,1
Reclass from Geneal. St481ss;,1
reclass from Arts C5 W2685 1965;,1
Reclass from Geneal. P7715wr;,1
"Reclass from LI, access. #74901;",1
Reclass from Fol. UC404.N58 G55 1937;,1
Reclass from Geneal. Sh575sh;,1
Reclass from FOL NYS D37 H6295;,1
reclass from BX6247.G47 B7;,1
Reclass from Vault J4215;,1
Reclass from Geneal. Ind. Un35 2d ed.;,1
Reclass from NYS W522 Se115;,1
reclass from black hist H1805;,1
reclass from NYS C1395;,1
Reclass from Am Rev M2845;,1
reclass from CS71 C279 1935;,1
reclass from CS71 C14 1873;,1
Reclass from Geneal. Se891d;,1
Reclass from PZ3.R449 Is;,1
Reclass from Geneal B1313b;,1
Reclass from NYC W8505;,1
Reclass from Geneal. Ind. H3555;,1
Reclass from NYS Au19 M7575;,1
reclass from geneal. B1925b;,1
Reclass from Geneal. P9358p;,1
reclass from NYS W61 B7335;,1
Reclass from Arts B5 L1315c;,1
Reclass from Arts B5 C3865p;,1
Reclass from F129.B7 N58;,1
reclass from CT275.s764 s7634 1845;,1
Reclass from Geneal G8695e;,1
Reclass from Geneal. Sp148s;,1
reclass from NYS K6725;,1
Reclass from Geneal. Coll. B8845;,1
Reclass from Geneal Sp185sc;,1
reclass from NYS N428 R9385;,1
Reclass from F116.L66 C46 1964;,1
Reclass from CS71 .S442 1872;,1
reclass from Geneal. P4155f;,1
Reclass from Upstairs CT275.M87 B76 1957 c.2;,1
reclass from Geneal. H1405hs;,1
reclass from PZ3.B729 Bri;,1
reclass from Vit Rec NYS Crugers;,1
open stack conservation;,1
Reclass from NJ G8182 M5833;,1
Reclass from Geneal B8122p;,1
Reclass from Vault AL535;,1
Reclass from Geneal B2334;,1
reclass from Vital Records NYS Otsego Co.;,1
Reclass from CS71.P45 1914a;,1
reclass from Census Georgia 1830;,1
reclass from NYS R58 R5865f;,1
Reclass from L.I. G5 1906;,1
Reclass from Geneal. C5538m;,1
reclass from NYC Se115;,1
Reclass from Vault G1385ca 1775;,1
Reclass from L I H37 M3555;,1
reclass from Am. Rev. R3255;,1
Reclass from Vault M1155;,1
Reclass from CS71 .L9697 1987;,1
Reclass from US Col. Hist. H5865;,1
reclass from Vit Rec MA Framingham;,1
Reclass from LI Sh565;,1
reclass from PZ3.B729 Hoh;,1
Reclass from Geneal. B2431m;,1
reclass from geneal. Au765m;,1
reclass from closed stack no call number;,1
reclass from Vit. Rec. NYS Fort Hunter;,1
reclass from Fol. Arts N1 G1355;,1
reclass from NYC Scu235;,1
Reclass from Geneal. P2848v;,1
reclass from geneal. B1933b;,1
reclass from Geneal. H3513;,1
Reclass from Geneal. Si351s;,1
Reclass from NYS Ox2 Ox205;,1
reclass from LC192.4 M36;,1
Reclass from NYC B3915;,1
reclass from NYS EL7 M2195;,1
Reclass from Geneal. Sk338s;,1
Reclass from HF5068.B76 B76 1957;,1
reclass from Vault H1215;,1
Reclass from Nys K618 Sco 65;,1
reclass from NYS AL13 AL135st;,1
reclass from geneal. Sm515sn;,1
reclass from Arts D9 B6395;,1
reclass from Geneal. P4425pw;,1
reclas from Am. Rev. B4185;,1
reclass from Arts B5 Su575b;,1
Reclass from Vit Rec NYS Monticello;,1
Reclass from Vault In45;,1
reclass from Arts D4 Op655;,1
Reclass from NYS Ab265;,1
reclass from L.I. P85 K7405;,1
Reclass from KFX1161.A6 1875 c.2;,1
reclass from L.I. D2565;,1
reclass from NJ P9357 M1446;,1
reclass from PZ3.R511 Fas;,1
reclass from Geneal. Sn615f;,1
Reclass from NYS B79 H1405;,1
reclass from Geneal. B3741w;,1
Reclass from Z997.D87 1922;,1
reclass from Arts D3 Sh115;,1
reclass from L.I. Su295r v.6;,1
Reclass from PZ3 .L966 Cap;,1
Reclass from Geneal. Sh261fc;,1
Reclass from Vault B8615f 1808;,1
reclass from Geneal. G1685e;,1
Reclass from Census NewHamp 1790;,1
reclass from NJ H8673 W7273h;,1
Reclass from NJ P4423 C8443 1934;,1
reclass from PZ3.C7727 Jen;,1
NJ R2455 St4905;,1
Reclass from Geneal. CS71.S8382 1901a;,1
reclass from Geneal. B28411;,1
reclass from Vault G7985a;,1
Reclass from PZ3 .F755 Che;,1
Reclass from Geneal. St296b;,1
Reclass from Vit Rec NYS Hudson;,1
reclass from Fol. Arts D75 H3665;,1
Reclass from Geneal. Sh655b;,1
reclass from Vit Rec NYS Cochecton;,1
Reclass from Geneal. P4295w;,1
Reclass from NYC B4535n;,1
reclass from NJ N4225 T8833;,1
Reclass from Geneal. St535s;,1
reclass from geneal. B1937b;,1
Reclass from Geneal. Sm515n;,1
reclass from CS411.W35;,1
Reclass from Geneal. P3119s;,1
reclass from NYS M178 M1785;,1
reclass from PZ3.H797 Spu;,1
Reclass from Geneal. Sm617c;,1
reclass from R/A HE2771.B7 R4 1857;,1
reclass from BX7255.U54 W35 vol.3 1894;,1
Reclass from R/A HE5784.N5 N58 1822;,1
Reclass from Geneal. M5614c c.1;,1
reclass from GV863.A1 T682;,1
reclass from PZ3.C736;,1
Reclass from NYS Or1 An865;,1
reclass from geneal. W.;,1
reclass from Queens L8505 1870;,1
Reclass from NYS G28 C7415;,1
Reclass from NYC P4675;,1
Reclass from Geneal B2658a;,1
reclass from CS71.E47 1905;,1
Reclass from GV425 .M67 1943;,1
reclass from Arts P4 Se175;,1
Reclass fromNYS Sa725 N4214;,1
reclass from Am. Rev. C4345;,1
Reclass from F128.65 .F67 L66;,1
reclass from NYS Ad47 L8665;,1
Reclass from NYS Sa725 Se355;,1
Reclass from NJ Sh444;,1
Reclass from CS71.C19 1878;,1
reclass from NJ M8315 EL598c;,1
Reclass from PZ3 .E30 Car;,1
Reclass from Jacobse;,1
reclass from NJ T7243 M6145;,1
Reclass from CS71 .W6671958;,1
Reclass from Geneal. Ind. Sc855 c. 2;,1
reclass from TG313.T75 1939;,1
Reclass from ND2880.P45p 1890;,1
Reclass from BV1534.W662 1856b;,1
Reclass from NJ G8555 Au262h;,1
Reclass from Geneal. Sp831c;,1
Reclass from R/A T7975;,1
Reclass from CS71.B4405 1934 c.2;,1
Reclass from Fol. TD225.B76 D46 1896 c.2;,1
reclass from NJ Sc8105 L7964;,1
Reclass from NYC B9789;,1
reclass from NYS D95 H2705;,1
Reclass from LI V6745;,1
reclass from Vit. Rec. NJ Plainfield;,1
Reclass from NYC G4645;,1
Reclass from Geneal. Ind. N4202;,1
Reclass from Arts D4 K1215o;,1
reclass from NYS C35 F1825;,1
Reclass from NJ B9254 H5596;,1
reclass from Vit. Rec. NJ Millbrook;,1
Reclass from Geneal. Sp721k;,1
Reclass from S.I. H5885L;,1
reclass from NYC M9925;,1
Reclass from Vault Sa585;,1
Reclass from CS71.C19l 1910;,1
closed stacks;,1
reclass from NYS R58 R5865s;,1
reclass from NYS C82 C8255;,1
Reclass from L I N18 T3675;,1
Reclass from Geneal. F1498b;,1
Reclass from PZ3.B27 Pre;,1
Reclass from CS71.B384 1911;,1
reclass from bv198.l66 1860;,1
Reclass from NYS N92 H1915;,1
reclass from PZ3.S89 Lit;,1
Reclass from Census NewHamp 1800;,1
Reclass from Geneal. V4655;,1
reclass from NJ R1298 Ed3305;,1
Reclass from Fol. L.I. H8395;,1
Reclass from NYC L9524;,1
reclass from NJ W2760 An2605;,1
reclass from NJ Sp8405 T2385;,1
reclass from geneal AL218aa;,1
Reclass from NYS D95 L9925;,1
reclass from CS71.C382 1874;,1
Reclass from Geneal P9115j;,1
reclass from Am. Rev. V5925;,1
reclass from Geneal. An266h;,1
reclass from NJ P7283 P2496;,1
Reclass from NJ B6958r;,1
Reclass from NYS R29 Ar225;,1
Reclass from Arts B5 G8515g;,1
reclass from Z997.M87 1884;,1
reclass from Arts D5 R3605;,1
Reclass from NYS N377;,1
reclass from L.I. H4455m;,1
Reclass from NJ B9254 H5596b;,1
reclass from NYS N428 C1385;,1
Reclass from Folio Vault W4265;,1
reclass from L.I. Ea77 Ea775h;,1
Reclass from NYC L8147;,1
reclass from NJ N4225 Sa2406;,1
Reclass from NYS C319 T6365;,1
Reclass from Geneal B23351b;,1
Reclass from NJ B4536 C5795;,1
Reclass from Arts A4 M5645;,1
reclass from Arts B5 H3425;,1
Reclass from FOL NYC V3365;,1
reclass from Arts B5 OL55s;,1
Reclass from Geneal C5514cd;,1
reclass from geneal. b1932c;,1
Reclass from Geneal. Sh875d;,1
reclass from Folio BKLN B7918e v.1 c.2;,1
reclass from NYC K7335;,1
reclass from NJ N3695 L9663;,1
Reclass from NYS T17 R2165s;,1
Reclass from CS71.B384 1957;,1
Reclass from NYS D6335;,1
Reclass from Am Rev R3395;,1
reclass from Arts D9 W5845;,1
reclass from arts p7 m4545;,1
Reclass from Geneal. Sm618a;,1
Reclass from L I Sh44 D9565;,1
reclass from NJ W2515 B8154;,1
Reclass from CS71.B968 1926;,1
Reclass from NYS W27 G8665;,1
Reclass from NJ P4337 M5227;,1
reclass from L.I. P27 F6725;,1
reclass from CS71.M486 1960;,1
Reclass from Geneal. Ind. T3865;,1
reclass from NYS W27 L2915;,1
Reclass from NYC R6945;,1
reclass from Geneal. Sn225L;,1
reclass from HG2613.B764 F85 1947;,1
reclass from Geneal. Y;,1
reclass from NYS U17 H6295i;,1
reclass from Arts D9 P4465;,1
Reclass from BT275.T355 D63 1900;,1
Reclass from Z997.F54 1882;,1
Reclass from LI B5925;,1
Reclass from Geneal B21155b;,1
reclass from NJ EL48 T3385;,1
reclass from L.I. B7315;,1
reclass from Geneal. St313g;,1
Reclass from Geneal. Coll. V8195 v.2;,1
reclass from P4735ph;,1
Reclass from Geneal. W6756d;,1
Reclass from Geneal. P8335pf;,1
Reclass fromVit Rec NYS S.I.;,1
Reclass from Am Rev R4415L;,1
Reclass from Geneal. Coll. Au765an;,1
Reclass from Am Rev T3775;,1
reclass from Black hist T7105;,1
Reclass from Geneal. Sh555sr;,1
reclass from NYC H1215;,1
Reclass from PN6101.D384 1917;,1
reclass from NJ EL488 W5283;,1
Reclass from L I B76 Ad185;,1
Reclass from Geneal. St481st;,1
reclass from CS71.F538 1900;,1
Reclass from Fol. Geneal. Coll. W4595 v.2;,1
reclass from Arts B5 M7815;,1
Reclass from L.I. H37 Sa235;,1
Reclass from Geneal. Sh472sc;,1
Reclass from Z5313.U5;,1
Reclass from Geneal K6283hn;,1
Reclass from FOL. NYS A152 H6295;,1
Reclass from Census NewYork 1810;,1
Reclass from Geneal. Sh431s Appendix;,1
Reclass from NYS L58 B6755;,1
Reclass from Geneal. St133b;,1
reclass from NJ P9357 D8737;,1
reclass from NYHS Sa23 M2565o;,1
Reclass from Geneal. St287s;,1
Reclass from ND2880.F43 1939;,1
Reclass from Black Hist. D8975b;,1
reclass from NYS Sch63 R7195;,1
reclass from NJ F8763 St325;,1
reclass from Census Arkansas 1850;,1
Reclass from NYS C319 P4325;,1
Reclass from NYS J23 C1975;,1
Reclass from Black Hist. H3335;,1
reclass from NJ C1708 T5968a;,1
Reclass from Geneal. Guides L567n;,1
Reclass from BX5980.B7 H6 1872 c.2;,1
reclass from NYS W52 C3335 Vol.1;,1
reclass from bx7135.d86 1894;,1
reclass from L.I. So87 H3265;,1
reclass from JS321 1834b;,1
reclass from Arts D6 B2335am;,1
Reclass from NYS C39 C4365;,1
reclass from CS71 .C14 1873;,1
Reclass from PN6101 .S29 1872;,1
Reclass from PZ3.R217 Fea 1910;,1
Reclass from PN6101 .A43 1890;,1
reclass from PZ7.D584 Wi;,1
Reclass from Vault Un36n;,1
Reclass from Geneal. W6713f;,1
Reclass from CS71.C4323 1914;,1
Reclass from CS71.C8903 1995;,1
reclass from HG2613.B764 L664 1909;,1
Reclass fromFol. L.I. So88 So885;,1
Reclass from PZ3.B729 On;,1
reclass from Arts P4 C1175ap;,1
"Reclass from LI, accession # 74874;",1
Reclass from F129.B7 K68p 1971;,1
Reclass from Geneal. P3675fr;,1
Reclass from Geneal. W6734d;,1
Reclass from Geneal. AL531as;,1
Reclass from Geneal. Sm618s;,1
Reclass from Fol. PN6101 .P644 1843;,1
Reclass from Geneal. St515sa;,1
Reclass from NYS C6745;,1
reclass from NJ N4225 St3102f;,1
Reclass from Geneal. Si565j;,1
reclass from Arts B5 T4475s;,1
reclass from NJ M5844 M5844c;,1
Reclass from LI D6775;,1
reclass from NYS Og2 M6155;,1
Reclass from Geneal. Sch283s;,1
Reclass from US Col. Hist. H6775;,1
Reclass from Geneal. Sm185s;,1
Reclass from NYS C33 B2645;,1
Reclass from Geneal. P2235pgh;,1
Reclass from PZ3.N337 Imm bk.3;,1
Reclass from Vault B9155st 2d ed.;,1
Reclass from Bronx UL85 1992;,1
Reclass from NYC M3342;,1
Reclass from Geneal. Sm645u;,1
Reclass from NYC C4975;,1
reclass from Arts B5 M4495;,1
reclass from geneal. P9392h;,1
Reclass from Vault St785 1853;,1
reclass from Arts B5 C6747;,1
Reclass from NJ As18 M3638;,1
Reclass from Geneal. Sh555w;,1
reclass from NJ P9357 C6944;,1
Reclass from Black Hist. Ap845e;,1
Reclass from NJ J4863 Ea843;,1
Reclass from CS71.C487 1878;,1
Reclass from NYC P8451 ?;,1
Reclass from Geneal. ASi625m;,1
reclass from u.s. col. hist. G8615;,1
Reclass from R/A N4205;,1
Reclass from NYS D95 R3345m;,1
Reclass from PZ3 .B934 Mak;,1
Reclass from Ref. NA9330 .B76p 1945;,1
reclass from NJ Or1002 W6327f;,1
reclass from Geneal. B3521r;,1
Reclass from LI W4185;,1
Reclass from Geneal. P3745peh;,1
Reclass from NYS N514 P8344;,1
Reclass from HE554.N7 N563p 1856;,1
Reclass from NYS M664 St515;,1
Reclass from NYS It3 Ab895;,1
reclass from CS71.C275 1931b;,1
reclass from geneal. Ar641ab;,1
reclass from Arts B5 N1895p;,1
Reclass from Am Rev L4955;,1
Reclass from US Col. Hist. Sm515;,1
Reclass from Upstairs TE279 .M33 1874;,1
reclass from geneal Ad171n;,1
Reclass from PZ3.I82 J6;,1
Reclass from Vault H1805 v.2 no.3;,1
reclass from Vit Rec NYS Watervliet;,1
Reclass from Am Rev W3395;,1
reclass from PZ3.H917 Spa;,1
Reclass from NYS C425 Sw645;,1
reclass from black hist P3595;,1
reclass from Genal. An826d;,1
reclass from NJ M5844 M3125;,1
reclass from Vit Rec PA Greene Co.;,1
reclass from CT275.F433 R65 1953;,1
special collections reclass from Fol. ND207.B76 1872 c.2;,1
Reclass from Geneal. Coll. H5885 v.4;,1
Reclass from NYS D95 D2975;,1
Reclass from NYC M4665;,1
reclass from Arts P7 G8675;,1
Reclass from Geneal B2253b;,1
reclass from NYS P696 N4209;,1
Reclass from Geneal. Coll. V8195 v.6;,1
reclass from CS71.C335 1915;,1
Reclass from BM88.W6;,1
reclass from A129.B7 S74 1833;,1
Reclass TG23.15.J3;,1
Reclass from NB1727.B7 D43 1917 c.2;,1
reclass from Geneal. St639;,1
Reclass from Geneal. Guides St992h;,1
Reclass from NYC Ob 25 O1892;,1
Reclass from NYS C82 G6335;,1
Reclass from NYS W56 Sch52;,1
Reclass from Geneal. Sh555srv;,1
Reclass from Geneal. P3535d;,1
reclass from Fol. Arts A4 Am3505;,1
reclass from US Col. Hist. Sa585;,1
reclass from NYC Sh775;,1
Reclass from LI C6265;,1
Reclass from NYS K618 H3845;,1
reclass from geneal. P1825 pwl;,1
Reclass from Fol. F128.37 .K56 1896;,1
Reclass from Geneal. Sco839d;,1
reclass fromR/A B5155;,1
reclass from Geneal. B3803b;,1
Reclass from NYS N512 C8865;,1
Reclass from L.I. On15L;,1
reclass from NJ B7647 B5172;,1
reclass from R2355;,1
reclass from PN1601.H66 1842;,1
Reclass from LI Su29 Su292;,1
reclass from Vit Rec PA Northampton;,1
reclass from Vit. Rec. NYS Fayetteville;,1
reclass from NJ M 7528 M3638s;,1
Reclass from NYC B6394r;,1
Reclass from Arts D5 C1445;,1
Reclass from Geneal B8215b;,1
Reclass from Black Hist. Sch255;,1
reclass from PZ3.T834 Kidc;,1
reclass from NYC St677;,1
Reclass from Geneal. St275p;,1
Reclass from CS71.C444 1925;,1
Reclass from Geneal. AL548g;,1
Reclass from Geneal. B8130s;,1
reclass from Arts C5 T7685;,1
Reclass from HE5784.N58 N586 1830;,1
Reclass from CS71 .S8382 1983;,1
Reclass from Geneal. P2515Lp;,1
Reclass from CS71.B384 1910;,1
reclass from U.S. Col. Hist. L8245;,1
reclass from NYS AL13 H8395;,1
reclass from PZ3.C736 Twos;,1
Reclass from CD950.J66 1980;,1
reclass from CS71.P914 1974a;,1
Reclass from Geneal B2255;,1
Reclass from Geneal. An264a;,1
Reclass from Geneal. SL545s;,1
Reclass from NYS C82 Sm585;,1
Reclass from SB482.B76 W3 1847;,1
Reclass from Geneal. St719bg;,1
Reclass from Fol. PN4899.B753 1916;,1
reclass from PZ3.V286 Why;,1
reclass from black hist P7615;,1
reclass from Arts D5 Ev1655;,1
Reclass from Arts A4 B6274 c. 2;,1
reclass from Vit. Rec. NJ Barnegat;,1
reclass from geneal. P269 1974;,1
reclass from NJ So8703 R2595;,1
Reclass from Am Rev B6305l;,1
reclass from Su8203 Sn2703;,1
Reclass from CS71.B28 1905;,1
Reclass from Geneal B2113b;,1
reclass from Spec. Coll. Sa725 Se165 2nd ed.;,1
Reclass from NYC Sh925;,1
Reclass from NYS Or1 H3445;,1
Reclass from NYC Am 351;,1
Reclass from Am Rev B1925;,1
reclass from Geneal. Sm617h;,1
Reclass from Geneal. Sm617ca;,1
Reclass from NYS N51 P7815;,1
reclass from Census Maine 1820;,1
Reclass from Geneal. W1525wrd;,1
Reclass from Geneal. AL531aw;,1
reclass from Am. Rev. H4155;,1
Reclass from Geneal. Guides J3275;,1
reclass from P2199wjp;,1
reclass from black hist M4875;,1
Reclass from KFN5811 .C65 1969p;,1
Reclass from NYS P21 R6325;,1
reclass from PZ3.C53 1912;,1
Reclass from Vault B8615sd;,1
Reclass from Arts D1 Y275;,1
Reclass from Geneal. Ac580a;,1
reclass from NYS C3995;,1
Reclass from NYS Sh28 H2713;,1
Reclass from CS71.C487 1894;,1
reclass from Geneal. An465a;,1
reclass from geneal. St719sl;,1
Reclass from Vault M4425sn;,1
Reclass from CS71.S643 1990;,1
Reclass from NYS C66 Sw365;,1
reclass from Arts D9 W1775;,1
Reclass from Geneal. Om655m;,1
reclass from NYS F6415hi vol.7;,1
Reclass from Geneal. Coll. C6825;,1
reclass from Black Hist. W6725hr;,1
reclass from geneal. J7177s;,1
Reclass from PZ3 .G821 Hou;,1
reclass from PZ3.C8519 Ark;,1
Reclass from NYS L76 Sm615;,1
Reclass from Fol. PN1995.9.C53 L49p 1991;,1
Reclass from Am Rev T1965;,1
Reclass from CS71 .W667 1938;,1
Reclass from Vault M4207;,1
Reclass from Geneal. Ab273a;,1
reclass from NJ H1157 F5194;,1
reclass from Geneal. B3903 t;,1
Reclass from Geneal. St2848s;,1
reclass from NYS N514 D2745;,1
reclass from CS71.H378 1997;,1
Reclass from Geneal. OL455hk;,1
Reclass from Geneal. C5494c;,1
Reclass from NJ B6301 vol.1;,1
Reclass from L I F51 J645f;,1
Reclass from Upstairs F129.B7 V36 1881;,1
reclass from Vit Rec NYS Danube;,1
Reclass from NJ N4225 St545;,1
Reclass from Geneal. Coll. Am355 v.10;,1
reclass from PZ3.B729 Two;,1
reclass from Census Tenn 1830a;,1
reclass from CS71.J13 1980;,1
reclas from PZ3.B123 K;,1
Reclass from Geneal. Sh555stt;,1
Reclass from Geneal. Ind. D7445;,1
Reclass from Am Rev L5 Sa135;,1
reclass from BX7233.B75 R54 1846;,1
Reclass from PZ3 .G564 Th;,1
Reclass from Geneal. P2235cm;,1
reclass from PN6101.M35 1899;,1
