,5
N11772072,1
N11819773,1
N11824447,1
N11855803,1
N11836973,1
N11830149,1
N11773991,1
1312574-40,1
N11866893,1
N11820157,1
N11777663,1
N11797241,1
N11823761,1
N11845388,1
000028645,1
N11859420,1
N11855709,1
N11818373,1
N11835222,1
N11826223,1
N11796441,1
N11816660,1
N11844652,1
N11810057,1
N11820109,1
N11855376,1
N11821462,1
N11809983,1
N11848927,1
N11823687,1
N11829555,1
N11814513,1
N11773723,1
14265000028335,1
N11830367,1
N11799915,1
N11823375,1
3463504-10,1
000028726,1
N11810156,1
000032898,1
N11818095,1
N11809745,1
N11824483,1
N11811649,1
N11832977,1
3355360-20,1
N11818953,1
3613624-10,1
N11826036,1
N11810970,1
N11818682,1
N11826544,1
N11810449,1
N11831658,1
N11861331,1
N11786943,1
N11804561,1
N11832737,1
N11814947,1
N11801393,1
N11811181,1
N11815916,1
N11836929,1
N11803507,1
000028455,1
N11802653,1
N11800645,1
N11815088,1
N11818446,1
N11830574,1
N11804298,1
N11855596,1
N11833027,1
N11825507,1
N11858480,1
N11779853,1
N11827052,1
N11836445,1
627100-30,1
N11836220,1
N11868625,1
370327-40,1
N11858777,1
N11836206,1
N11816259,1
N11801023,1
N11803465,1
N11835538,1
N11782994,1
000028594,1
N11772299,1
N11829869,1
N11805661,1
N11825467,1
14265000028780,1
N11801396,1
6166223-10,1
N11784467,1
000028340,1
N11816608,1
2510604-40,1
N11794413,1
N11818566,1
N11861165,1
N11829542,1
N11802269,1
N11776854,1
N11825537,1
N11802724,1
N11801519,1
N11815729,1
N11827516,1
N11784490,1
N11778966,1
N11821771,1
N11856669,1
6050495-10,1
N11829943,1
N11801039,1
N11803883,1
N11779305,1
N11784723,1
N11774358,1
N11772032,1
000028216,1
N11827771,1
N11820195,1
N11806465,1
000027466,1
N11861466,1
000032957,1
N11824913,1
N11802602,1
424303-20,1
N11859309,1
N11828607,1
N11799541,1
N11855530,1
N11774200,1
3603876-10,1
N11816221,1
N11800382,1
N11814051,1
N11867954,1
N11816085,1
N11861840,1
N11800352,1
000028705,1
N11814869,1
N11803435,1
N11836301,1
N11857485,1
N11779112,1
N11802514,1
N11807272,1
N11804515,1
N11777830,1
N11831808,1
N11834915,1
N11814788,1
N11809993,1
N11802229,1
N11794925,1
N11856808,1
N11807230,1
N11809172,1
N11800390,1
N11802715,1
N11772260,1
N11826485,1
N11812939,1
N11800533,1
N11801511,1
693963-30,1
N11807753,1
615261-20,1
N11828196,1
N11775725,1
N11794589,1
N11836649,1
N11821902,1
N11805684,1
N11814640,1
N11836656,1
N11795454,1
000028355,1
N11779832,1
N11798739,1
N11845561,1
000032932,1
N11832681,1
N11798909,1
1311808-30,1
14265000019482,1
N11835661,1
000027740,1
N11811274,1
N11802919,1
N11782644,1
N11805817,1
N11813005,1
N11857363,1
000027549,1
N11813576,1
N11811226,1
N11861930,1
N11826733,1
N11848556,1
N11825614,1
N11770701,1
N11836434,1
4219699-10,1
N11830497,1
000028165,1
420520-170,1
N11818666,1
N11826549,1
000027380,1
14265000019771,1
1306145-20,1
N11855342,1
N11826562,1
N11798788,1
N11801575,1
N11857683,1
N11836728,1
N11802361,1
N11869013,1
N11819390,1
N11818477,1
N11822816,1
4228936-10,1
N11809350,1
610400-20,1
N11822039,1
N11808454,1
4499738-20,1
N11778143,1
N11803880,1
14265000025760,1
N11857898,1
N11786981,1
N11835780,1
N11811866,1
4495823-10,1
N11855683,1
N11801088,1
N11855473,1
N11848519,1
N11815954,1
N11844507,1
4321866-10,1
N11835990,1
N11808090,1
N11802512,1
N11805106,1
N11816283,1
N11785383,1
N11819396,1
N11832905,1
N11800408,1
3439786-10,1
N11814691,1
N11832898,1
N11808342,1
N11831147,1
3678703-20,1
14265000018963,1
N11840527,1
N11836313,1
N11812760,1
N11818088,1
N11826910,1
N11845109,1
N11845013,1
N11834130,1
N11793898,1
N11857759,1
N11771927,1
N11818422,1
N11832899,1
N11798827,1
14265000021488,1
N11855618,1
1303189-40,1
N11802687,1
N11803529,1
N11812156,1
N11784422,1
3496458-10,1
000032945,1
N11821810,1
N11859268,1
N11852534,1
1326140-20,1
N11860504,1
N11796341,1
N11810153,1
N11776658,1
N11831392,1
N11800845,1
N11820225,1
N11796036,1
N11795733,1
N11820353,1
N11803322,1
N11832083,1
3098092-10,1
N11823605,1
14265000033939,1
N11804403,1
N11779419,1
N11801491,1
N11848979,1
N11816859,1
N11824355,1
N11807979,1
N11812068,1
N11782966,1
N11861717,1
N11828294,1
14265000022791,1
N11855732,1
N11799273,1
4003331-10,1
N11799326,1
N11795364,1
N11825783,1
N11799667,1
4679383-10,1
N11820224,1
N11815062,1
N11780506,1
3259036-20,1
N11807516,1
N11819169,1
4380587-10,1
N11822165,1
5935959-10,1
N11807406,1
4133991-10,1
N11792703,1
N11809994,1
N11832941,1
N11858592,1
14265000023237,1
N11797022,1
N11849060,1
N11836197,1
N11814075,1
N11798630,1
N11802588,1
N11803041,1
N11831900,1
N11793205,1
N11802341,1
N11822366,1
N11806619,1
N11773101,1
N11830338,1
000028132,1
N11819130,1
000028148,1
N11829126,1
N11805967,1
N11836839,1
14265000025083,1
7407629-10,1
N11801176,1
N11803452,1
N11825314,1
N11801119,1
N11844663,1
N11817098,1
N11811726,1
N11826983,1
N11868125,1
N11826589,1
N11868156,1
N11808026,1
N11811669,1
N11818817,1
14265000024664,1
1303776-20,1
1689707-30,1
N11832963,1
N11814295,1
N11855590,1
N11796339,1
N11803591,1
N11814544,1
3397799-20,1
N11806067,1
N11865728,1
N11798104,1
N11824696,1
5675078-10,1
N11858550,1
N11844448,1
N11836409,1
N11811366,1
N11834334,1
N11823487,1
N11814918,1
N11774361,1
N11774365,1
N11814357,1
N11774189,1
N11820218,1
N11836542,1
000028164,1
000028022,1
N11832388,1
N11866571,1
N11807835,1
N11823738,1
N11826302,1
N11835197,1
1302266-50,1
N11798155,1
N11833536,1
N11825667,1
1601808-20,1
N11830425,1
N11815117,1
N11810112,1
611648-20,1
N11807707,1
000027364,1
N11806235,1
N11856489,1
N11836363,1
N11795476,1
N11797909,1
N11820764,1
N11827365,1
000027386,1
N11816427,1
N11869002,1
N11859273,1
N11805914,1
14265000025794,1
N11775759,1
7444044-20,1
N11772855,1
3912964-10,1
3511852-10,1
N11807634,1
N11840360,1
000028212,1
N11813278,1
N11798202,1
N11830120,1
000027448,1
N11819410,1
619833-40,1
000028344,1
N11818518,1
N11780966,1
14265000024268,1
N11856491,1
N11791282,1
2976067-90,1
N11814507,1
N11868748,1
N11809601,1
5920445-10,1
N11825625,1
N11835160,1
N11803597,1
N11774267,1
5830634-20,1
7347102-10,1
N11823653,1
3223133-20,1
N11825117,1
N11848862,1
5680518-10,1
N11806971,1
N11776412,1
N11835494,1
N11810824,1
N11811777,1
N11861945,1
N11816108,1
N11782825,1
N11818326,1
N11779089,1
000028678,1
N11786983,1
N11862675,1
N11815829,1
N11818096,1
4321908-10,1
N11820072,1
N11819925,1
N11849118,1
N11808807,1
709596-230,1
000028529,1
N11808150,1
N11832039,1
N11852879,1
N11816797,1
N11856613,1
N11816784,1
N11859950,1
N11860972,1
N11833558,1
N11812071,1
N11833610,1
N11774249,1
N11857852,1
N11829151,1
2129914-130,1
N11824613,1
14265000029028,1
N11868708,1
N11798612,1
N11859740,1
2470140-40,1
N11858268,1
N11828337,1
N11777626,1
4231728-10,1
N11845111,1
N11783995,1
N11802714,1
000028495,1
N11859666,1
N11859593,1
329803-30,1
N11805699,1
N11833508,1
N11777342,1
N11813912,1
N11802405,1
N11831699,1
N11857534,1
N11855737,1
N11834448,1
4128783-20,1
N11868481,1
N11815856,1
N11848776,1
N11802829,1
N11798101,1
N11831650,1
N11806598,1
N11827076,1
N11790693,1
N11796242,1
N11863502,1
N11848956,1
N11860513,1
N11836509,1
N11808098,1
N11804356,1
N11796433,1
N11798116,1
N11804095,1
N11857184,1
N11779407,1
000027843,1
5054622-10,1
N11860298,1
N11834414,1
6332566-80,1
N11836959,1
N11818442,1
N11776111,1
N11823806,1
N11825011,1
N11856653,1
N11803983,1
N11811375,1
000028706,1
N11804256,1
N11798888,1
N11813403,1
N11774234,1
N11826554,1
N11801956,1
N11801443,1
N11804042,1
N11802689,1
N11859709,1
N11861912,1
N11824808,1
N11777055,1
N11826367,1
N11820016,1
N11778883,1
N11777303,1
N11807828,1
N11812051,1
N11808908,1
N11868701,1
14265000023989,1
N11812493,1
N11804437,1
N11840408,1
N11858549,1
N11812348,1
N11795607,1
N11800387,1
N11822476,1
N11794475,1
N11782997,1
647237-20,1
2952297-20,1
N11793509,1
N11826369,1
N11776268,1
N11830527,1
N11776357,1
N11829229,1
N11825854,1
N11800840,1
N11805897,1
N11793425,1
14265000029382,1
N11823350,1
N11800984,1
N11807443,1
000028481,1
N11859004,1
N11836424,1
N11820495,1
N11819746,1
N11829366,1
N11830859,1
N11827819,1
14265000025307,1
N11861758,1
N11857173,1
N11801074,1
643153-20,1
4065991-10,1
N11776979,1
N11813536,1
687950-40,1
N11802607,1
N11815675,1
N11814599,1
N11799313,1
2944322-30,1
N11802897,1
1525480-20,1
N11818528,1
4978424-10,1
N11798112,1
N11806813,1
N11866904,1
N11796305,1
N11794871,1
N11794973,1
N11800719,1
N11844706,1
N11776309,1
N11829586,1
658356-40,1
N11861801,1
N11822294,1
N11824829,1
N11860559,1
N11810888,1
N11818300,1
N11795450,1
N11833756,1
N11859423,1
N11821260,1
N11836423,1
692988-30,1
N11861402,1
N11775856,1
N11817761,1
N11806608,1
5925728-10,1
N11822570,1
N11795814,1
N11796462,1
N11777731,1
N11858614,1
N11800077,1
N11859967,1
N11836853,1
3341730-20,1
N11798761,1
N11793227,1
N11814278,1
14265000026677,1
N11815133,1
N11820492,1
N11860170,1
N11779045,1
N11826445,1
N11866846,1
N11829558,1
N11860313,1
N11820221,1
N11812122,1
N11866506,1
N11803223,1
N11837905,1
N11836600,1
N11808024,1
N11835175,1
N11830552,1
N11795620,1
14265000028210,1
N11832789,1
N11810665,1
N11836392,1
385960-20,1
N11817341,1
N11834155,1
N11823315,1
N11822592,1
N11844759,1
N11815053,1
N11844992,1
N11777928,1
N11822988,1
N11817943,1
N11868494,1
N11772080,1
N11814828,1
N11798390,1
3546343-10,1
N11807832,1
N11814069,1
N11829221,1
N11796366,1
N11808909,1
N11802544,1
14265000034234,1
000027962,1
6323294-10,1
N11824806,1
N11803129,1
N11833660,1
N11826657,1
N11848821,1
N11859297,1
N11802864,1
N11821662,1
N11800689,1
N11817542,1
N11815915,1
N11812905,1
N11819317,1
N11833664,1
N11859866,1
N11818621,1
N11835776,1
N11852854,1
N11779277,1
N11830480,1
N11779108,1
N11861184,1
N11806216,1
N11772121,1
4282543-10,1
N11813416,1
N11861324,1
N11815466,1
000032770,1
N11795009,1
1317673-30,1
N11811985,1
N11813747,1
N11836557,1
N11831707,1
N11804906,1
N11807624,1
N11807820,1
N11837045,1
N11832719,1
000028114,1
N11860728,1
N11833647,1
N11804173,1
N11810145,1
6410882-10,1
N11803866,1
N11825608,1
N11824602,1
N11828742,1
000028565,1
N11798906,1
4498261-10,1
N11776657,1
N11796291,1
N11830086,1
N11822568,1
N11858061,1
N11844519,1
N11815840,1
N11859875,1
3444685-10,1
000027983,1
14265000023070,1
N11837415,1
5985563-10,1
N11857220,1
N11806035,1
N11860557,1
000027847,1
N11810474,1
N11806807,1
647896-30,1
6050184-10,1
000027792,1
N11775389,1
14265000019136,1
N11848971,1
N11833759,1
N11833555,1
N11802428,1
1705721-30,1
N11815962,1
N11822158,1
N11822111,1
N11869924,1
N11822894,1
N11776945,1
N11802194,1
3437983-10,1
N11830317,1
N11814261,1
N11874968,1
N11772977,1
N11859384,1
N11860597,1
N11803296,1
N11811543,1
N11864015,1
N11802379,1
N11817853,1
N11830289,1
442731-10,1
N11807976,1
N11807086,1
N11849133,1
N11836593,1
N11818324,1
N11803148,1
N11798565,1
N11807749,1
N11836954,1
N11807373,1
N11811825,1
N11779149,1
N11807710,1
N11836951,1
000028146,1
N11829352,1
N11809596,1
N11856210,1
N11816047,1
N11830126,1
N11855891,1
7441106-20,1
N11822869,1
N11807806,1
666572-30,1
N11775163,1
4282533-10,1
N11829875,1
N11807925,1
N11793515,1
N11858982,1
N11830373,1
N11835671,1
1708296-30,1
N11833693,1
N11830354,1
N11802962,1
N11798363,1
N11861782,1
N11794926,1
N11820211,1
4495813-10,1
14265000025729,1
N11861724,1
4170018-10,1
000027417,1
N11840240,1
N11868841,1
N11811667,1
420842-20,1
N11822527,1
4498246-10,1
N11795875,1
N11848959,1
N11804587,1
N11827065,1
N11858538,1
N11799623,1
N11815611,1
N11808033,1
1634609-20,1
N11775297,1
N11819864,1
N11777103,1
N11818274,1
N11776906,1
N11782980,1
N11802999,1
N11800890,1
N11831738,1
N11825738,1
N11815710,1
N11818240,1
N11844867,1
N11797463,1
N11817089,1
N11829140,1
N11826913,1
N11829338,1
000028475,1
N11857836,1
N11820190,1
N11830948,1
14265000029887,1
3218688-20,1
N11821736,1
N11852927,1
N11837054,1
N11852799,1
N11831849,1
N11813498,1
N11826864,1
N11811230,1
1539333-180,1
N11779652,1
N11810854,1
000027403,1
N11835020,1
N11814503,1
N11833488,1
N11866081,1
3209711-20,1
N11795446,1
N11803285,1
N11816006,1
3411754-20,1
N11818149,1
N11793387,1
14265000034499,1
N11830203,1
N11856207,1
N11836814,1
4542417-10,1
N11793476,1
4139092-10,1
N11831343,1
5014746-10,1
N11860807,1
N11855208,1
N11814951,1
N11820022,1
N11857502,1
N11802895,1
N11790707,1
N11828892,1
N11822756,1
N11815643,1
N11823641,1
N11829223,1
N11776279,1
N11861836,1
N11777129,1
000027745,1
N11780499,1
N11858941,1
N11860446,1
N11817978,1
N11811419,1
N11860985,1
1290462-20,1
N11805259,1
N11845091,1
N11830163,1
N11828192,1
N11818372,1
14265000027667,1
N11859329,1
N11816079,1
N11810765,1
N11855451,1
N11821151,1
N11867964,1
N11775885,1
N11772024,1
14265000022403,1
N11796388,1
N11828965,1
N11829739,1
3210242-20,1
1312534-50,1
1664145-20,1
N11782636,1
N11773784,1
662043-20,1
N11821247,1
N11802407,1
N11825549,1
N11831338,1
14265000020696,1
N11836900,1
N11840907,1
N11836654,1
N11808052,1
N11835140,1
N11803775,1
N11817768,1
N11777723,1
N11801899,1
N11834336,1
N11775404,1
N11807164,1
000028322,1
N11809789,1
N11829934,1
N11858534,1
N11804154,1
000028095,1
000028411,1
N11815866,1
N11860271,1
N11806690,1
N11815115,1
N11836844,1
000027358,1
N11852458,1
N11817407,1
N11817884,1
N11812275,1
N11830409,1
N11857180,1
N11818808,1
N11825927,1
4222252-10,1
N11771834,1
N11819831,1
1633096-20,1
N11799455,1
N11815069,1
N11856407,1
N11830776,1
N11803524,1
000028405,1
N11794788,1
N11808950,1
N11809952,1
000027744,1
N11802852,1
N11784201,1
N11816889,1
N11860439,1
N11812249,1
3430968-20,1
N11812216,1
N11809788,1
N11803750,1
N11807603,1
1662567-30,1
N11822100,1
N11792692,1
N11858167,1
N11802332,1
N11836991,1
N11840430,1
N11828682,1
N11794263,1
N11811351,1
N11816234,1
14265000029507,1
N11823660,1
N11826047,1
N11808881,1
N11805083,1
N11835430,1
3438068-10,1
000032981,1
N11775347,1
N11813620,1
N11806124,1
N11840969,1
N11809869,1
N11782967,1
N11825529,1
N11833082,1
N11811371,1
14265000033848,1
N11825811,1
N11837063,1
N11855859,1
N11836109,1
N11809989,1
N11859500,1
N11809265,1
000028623,1
N11830202,1
621345-20,1
N11807422,1
N11801481,1
N11830467,1
N11794380,1
N11822912,1
N11811125,1
N11812210,1
N11840220,1
N11825741,1
N11776171,1
5684213-10,1
14265000031578,1
N11782757,1
2431656-80,1
14265000030752,1
N11801056,1
000028643,1
N11775359,1
N11807295,1
N11810007,1
N11814298,1
N11795460,1
N11812380,1
N11859621,1
669783-40,1
N11832820,1
N11794629,1
N11868195,1
N11807934,1
N11844885,1
N11781111,1
N11828708,1
N11826210,1
N11858533,1
N11805089,1
N11778758,1
3415605-10,1
N11858671,1
N11799068,1
4065898-10,1
14265000025810,1
N11799920,1
N11823635,1
4954027-10,1
N11804224,1
N11858659,1
N11856317,1
N11819450,1
N11833163,1
N11861173,1
N11855880,1
N11809960,1
N11861942,1
N11833706,1
630286-20,1
N11812369,1
N11797226,1
4208025-10,1
N11802846,1
N11824017,1
N11818877,1
N11807878,1
N11858048,1
N11818557,1
N11828517,1
N11858072,1
000027836,1
N11809233,1
N11831268,1
N11815106,1
N11807175,1
N11809744,1
N11826985,1
N11826609,1
N11821155,1
N11826536,1
N11814564,1
14265000018435,1
14265000030729,1
N11813522,1
N11823615,1
N11796057,1
2557317-70,1
N11852412,1
N11858014,1
14265000030232,1
N11832093,1
N11807854,1
N11818848,1
N11817970,1
N11805232,1
N11776314,1
N11804495,1
N11840573,1
N11844560,1
N11797175,1
N11829995,1
N11813531,1
N11825374,1
N11812355,1
N11825271,1
740246-30,1
N11849692,1
N11826269,1
N11812946,1
N11804726,1
N11859322,1
N11771974,1
N11827162,1
N11859369,1
N11849008,1
3157743-20,1
N11794377,1
N11861949,1
814665-40,1
N11822989,1
N11840624,1
N11816176,1
N11859216,1
N11775422,1
N11777387,1
N11805111,1
N11811336,1
N11807909,1
2226365-160,1
N11803384,1
N11779027,1
N11859570,1
N11832181,1
N11779489,1
N11873511,1
N11794696,1
N11799568,1
N11780241,1
N11844811,1
N11868683,1
N11828798,1
N11804753,1
000027671,1
N11801666,1
N11830274,1
3438162-10,1
611377-20,1
N11817897,1
N11814818,1
N11817254,1
N11771138,1
N11828524,1
N11812687,1
N11868779,1
4120819-10,1
14265000025612,1
6046929-10,1
N11818257,1
N11806435,1
N11803941,1
000032888,1
N11827996,1
N11844680,1
N11800885,1
N11810771,1
N11803703,1
N11836882,1
N11803847,1
610197-20,1
N11833767,1
14265000018088,1
4220723-20,1
N11811405,1
N11823484,1
N11777960,1
3217643-30,1
N11823508,1
N11835800,1
N11774351,1
N11808855,1
N11868451,1
N11833783,1
N11778917,1
N11859426,1
N11785413,1
N11807933,1
N11804638,1
N11840494,1
N11865700,1
N11852684,1
N11819411,1
N11807894,1
N11829017,1
N11833638,1
N11823090,1
N11777372,1
N11802988,1
N11827131,1
N11860047,1
N11824290,1
N11802162,1
N11799020,1
N11822349,1
N11829619,1
N11819127,1
N11816753,1
N11857158,1
N11810630,1
3597376-10,1
N11819560,1
N11824982,1
N11811148,1
N11776458,1
4161518-10,1
N11806720,1
N11806090,1
N11856942,1
N11794491,1
N11819584,1
1660055-20,1
N11796947,1
N11780231,1
N11782152,1
N11844711,1
N11815996,1
N11804374,1
N11817161,1
N11822832,1
N11819110,1
N11830540,1
N11798895,1
N11795528,1
514371-10,1
000027709,1
N11804467,1
N11826825,1
N11819883,1
N11859693,1
N11800238,1
N11840916,1
N11806650,1
N11814520,1
N11836701,1
N11860875,1
14265000030018,1
N11802868,1
N11810787,1
N11809851,1
N11785368,1
N11860930,1
N11779497,1
N11799042,1
N11783919,1
N11824680,1
N11861798,1
14265000026719,1
N11834849,1
000028724,1
N11804345,1
N11799598,1
N11860356,1
N11801173,1
N11844470,1
428982-10,1
N11812817,1
2957801-40,1
N11779007,1
N11774388,1
N11866931,1
N11831656,1
N11836219,1
N11860863,1
000028045,1
000028097,1
N11798023,1
N11836262,1
N11805189,1
3127418-10,1
N11802388,1
N11860988,1
N11845104,1
N11810882,1
N11828017,1
N11799599,1
N11777719,1
000027906,1
N11799191,1
N11803144,1
N11806606,1
N11832864,1
N11860622,1
N11859402,1
14265000031875,1
14265000024847,1
N11860042,1
511597-10,1
4495823-20,1
N11805739,1
N11796397,1
N11800636,1
000028023,1
N11811311,1
N11836707,1
N11826779,1
N11840280,1
N11828807,1
N11801643,1
000027789,1
N11834762,1
N11836821,1
N11836803,1
N11798288,1
N11830490,1
N11777527,1
N11775303,1
N11820039,1
N11804461,1
N11822352,1
N11812823,1
N11832056,1
N11802620,1
N11833509,1
4280808-10,1
795553-30,1
N11817457,1
N11826083,1
N11817641,1
N11814398,1
N11803740,1
615151-20,1
N11809266,1
N11823485,1
N11799477,1
N11835559,1
610673-20,1
N11828743,1
N11795507,1
N11819713,1
N11824746,1
N11797090,1
4374-20,1
N11840460,1
N11806641,1
N11795006,1
N11783472,1
N11824112,1
N11820391,1
N11859347,1
N11796444,1
N11825650,1
N11823355,1
N11875237,1
N11807637,1
N11826616,1
N11798384,1
N11810955,1
N11829979,1
N11857321,1
N11858016,1
N11817109,1
14265000025372,1
N11819435,1
1302378-40,1
N11866347,1
N11804027,1
N11795634,1
N11794508,1
4267140-10,1
N11816404,1
N11797457,1
N11822494,1
509202-10,1
N11823746,1
N11831826,1
N11825807,1
N11808151,1
N11776203,1
N11811668,1
N11771690,1
N11816389,1
N11857267,1
N11777889,1
N11820888,1
N11793416,1
3424516-20,1
N11833746,1
N11819702,1
N11774840,1
N11794993,1
14265000026800,1
N11801464,1
N11792694,1
N11822735,1
N11777280,1
N11810904,1
N11820470,1
N11794287,1
N11776306,1
N11821767,1
14265000026842,1
N11861833,1
N11812310,1
511375-150,1
3613383-20,1
N11808074,1
N11816654,1
N11830012,1
N11777137,1
N11804110,1
N11852886,1
N11823823,1
N11852220,1
N11809672,1
658382-40,1
N11804679,1
N11807036,1
14265000024748,1
N11844924,1
N11829656,1
N11860694,1
N11780510,1
N11794393,1
3593226-10,1
N11836350,1
N11857818,1
N11777742,1
000028458,1
7409302-10,1
N11832562,1
N11787021,1
N11858633,1
N11859435,1
N11776841,1
3505017-10,1
N11815914,1
N11815388,1
N11815479,1
N11830056,1
N11780050,1
N11808039,1
N11801681,1
N11818361,1
N11816042,1
420520-130,1
N11837065,1
N11804046,1
N11799346,1
N11786928,1
N11817218,1
N11844982,1
N11855791,1
N11798339,1
610337-20,1
N11826116,1
N11859701,1
14265000020027,1
N11834496,1
N11803444,1
N11802776,1
N11864825,1
N11822710,1
7409269-10,1
N11855083,1
N11834459,1
N11859882,1
N11809236,1
N11807818,1
670927-30,1
N11860306,1
N11800074,1
N11836672,1
N11818978,1
3606916-10,1
N11836309,1
N11818845,1
N11840976,1
N11795469,1
14265000033020,1
N11835246,1
N11866563,1
N11835071,1
N11800907,1
N11859009,1
N11833826,1
N11858583,1
N11810991,1
N11833519,1
N11776116,1
N11801554,1
N11810013,1
N11778947,1
N11818343,1
N11792871,1
N11777366,1
N11866927,1
N11800121,1
N11771928,1
N11825429,1
N11812980,1
N11830508,1
N11859744,1
N11825135,1
14265000033079,1
N11856979,1
N11852461,1
N11800460,1
N11821263,1
N11825697,1
N11782542,1
14265000033962,1
14265000029499,1
N11812863,1
000027547,1
N11826690,1
N11811757,1
N11821001,1
N11798169,1
N11795462,1
N11860459,1
N11786974,1
N11855866,1
N11830111,1
N11806593,1
N11826904,1
N11827151,1
4080281-10,1
N11866818,1
N11811993,1
N11815392,1
N11771897,1
2575908-30,1
14265000034044,1
N11855871,1
000028386,1
610102-20,1
N11810019,1
N11810883,1
N11809130,1
000027776,1
N11803554,1
N11803401,1
N11857777,1
N11829944,1
N11792857,1
N11836230,1
14265000020910,1
N11868496,1
N11803812,1
N11826371,1
3548146-10,1
N11856263,1
4190107-10,1
N11810628,1
N11858850,1
N11859024,1
N11826004,1
N11793392,1
N11833696,1
N11825750,1
N11812209,1
511375-140,1
N11861689,1
N11782806,1
N11826626,1
N11860688,1
N11793482,1
N11779480,1
N11815963,1
N11831663,1
756195-30,1
N11832084,1
N11812173,1
N11828199,1
N11868947,1
N11821357,1
N11812143,1
000027440,1
N11802470,1
N11860665,1
N11800862,1
N11804220,1
N11787028,1
N11827030,1
N11840370,1
N11829775,1
N11804739,1
3620429-20,1
000028557,1
N11808453,1
N11810493,1
N11825870,1
N11869584,1
N11773620,1
N11824018,1
N11834877,1
N11801373,1
N11778773,1
N11816106,1
N11845276,1
N11812208,1
N11774409,1
N11837035,1
N11859002,1
N11829390,1
N11840246,1
N11775371,1
375324-20,1
N11823995,1
N11856497,1
N11805591,1
N11820639,1
N11779553,1
N11778794,1
N11803434,1
N11823306,1
N11777969,1
N11826645,1
N11868401,1
N11798368,1
14265000028376,1
N11867982,1
N11820768,1
N11855710,1
N11810903,1
N11825085,1
N11833472,1
N11818577,1
N11830487,1
N11814666,1
709596-240,1
N11824657,1
N11817709,1
N11784736,1
N11822344,1
N11823628,1
N11828132,1
N11806857,1
N11833619,1
N11826643,1
4203538-10,1
N11803131,1
N11816060,1
N11849020,1
N11803800,1
N11818265,1
N11828668,1
N11822503,1
N11784555,1
000027371,1
N11844840,1
3597174-10,1
N11859438,1
N11823698,1
N11835616,1
N11828086,1
N11812847,1
N11798351,1
615164-20,1
N11859555,1
4280804-10,1
N11820003,1
N11776472,1
N11797806,1
14265000028277,1
N11798478,1
N11808914,1
N11870247,1
N11832613,1
N11777178,1
N11813046,1
N11861051,1
N11787037,1
N11860348,1
N11808955,1
N11798840,1
N11807115,1
N11856480,1
N11795475,1
N11824374,1
3620429-30,1
N11809800,1
N11857322,1
N11798297,1
N11777484,1
N11844443,1
N11812294,1
N11807727,1
N11783811,1
N11845374,1
N11795301,1
N11787700,1
N11825709,1
N11821784,1
N11819357,1
N11862889,1
N11797598,1
N11812935,1
N11842175,1
610555-20,1
N11777788,1
N11833644,1
N11828861,1
N11830345,1
N11868788,1
000027653,1
000027992,1
N11803784,1
N11802758,1
N11857693,1
N11814741,1
N11855514,1
N11844975,1
N11865716,1
6050441-10,1
N11858085,1
N11784660,1
N11803256,1
N11829464,1
N11804072,1
N11808423,1
N11818909,1
N11822336,1
14265000028434,1
N11777446,1
N11822388,1
N11857822,1
N11777782,1
3546126-10,1
N11809627,1
N11813641,1
N11779288,1
N11855548,1
4316816-10,1
N11859577,1
14265000018120,1
000027904,1
N11836279,1
3468987-10,1
000027813,1
N11855230,1
N11802769,1
N11865930,1
000028389,1
N11809132,1
N11859966,1
4511396-10,1
N11832396,1
611524-20,1
N11816411,1
N11824608,1
N11776380,1
N11771935,1
N11774102,1
N11794449,1
N11825579,1
N11818214,1
N11780196,1
N11806612,1
N11798769,1
N11811648,1
N11822073,1
N11814439,1
983471-30,1
N11836081,1
N11822119,1
377607-20,1
N11809642,1
1645591-20,1
N11803044,1
N11859938,1
N11833679,1
N11811123,1
N11827529,1
N11803602,1
N11798640,1
N11856413,1
N11864727,1
N11799478,1
N11831282,1
N11831176,1
N11825081,1
N11855567,1
N11840529,1
N11779255,1
N11819362,1
N11821792,1
N11812248,1
N11817494,1
4103833-30,1
3597390-10,1
N11802884,1
N11825900,1
N11824970,1
684941-60,1
N11863431,1
N11811704,1
14265000028350,1
N11837010,1
N11829688,1
N11829751,1
N11803992,1
N11835949,1
N11793468,1
14265000029341,1
N11833436,1
N11829789,1
N11809347,1
N11840493,1
N11795376,1
1305879-40,1
N11832018,1
N11869037,1
N11796100,1
N11829168,1
N11801055,1
N11816534,1
N11772321,1
14265000022809,1
N11849150,1
N11812195,1
N11796838,1
N11826257,1
95084-30,1
N11775378,1
N11793512,1
N11818930,1
N11841129,1
N11858005,1
N11829139,1
4314409-10,1
N11820501,1
4054386-10,1
N11800613,1
N11825126,1
N11815493,1
N11803564,1
3438192-10,1
N11803393,1
N11822378,1
N11836530,1
N11837036,1
N11820363,1
N11840629,1
N11783799,1
000027595,1
N11784646,1
N11868417,1
508038-10,1
N11858684,1
N11804164,1
N11778993,1
N11853416,1
N11810104,1
N11801596,1
N11777597,1
N11803893,1
N11865241,1
N11845079,1
N11833022,1
N11865969,1
N11860386,1
N11774363,1
N11826704,1
N11834126,1
N11823810,1
N11811626,1
N11831407,1
N11858516,1
N11799717,1
N11815078,1
N11858106,1
N11812166,1
N11811285,1
N11815960,1
14265000030539,1
N11799683,1
N11855816,1
