,5
N11855339,1
14265000027121,1
N11866905,1
000027537,1
N11859964,1
N11857928,1
14265000019961,1
1740696-30,1
N11773780,1
444159-30,1
N11802075,1
N11834884,1
4036388-10,1
N11810227,1
N11807997,1
3438204-10,1
N11840717,1
N11777052,1
N11799220,1
N11807471,1
N11831183,1
N11779438,1
N11771893,1
N11816160,1
N11799668,1
N11831925,1
430112-20,1
N11793399,1
N11855782,1
N11811009,1
N11783812,1
N11777561,1
N11815055,1
N11799515,1
N11795291,1
N11819346,1
N11868917,1
N11836548,1
609392-20,1
2518400-40,1
N11806255,1
N11777623,1
N11812290,1
N11814629,1
N11824425,1
N11811631,1
N11774344,1
N11807197,1
N11859035,1
N11800091,1
1388894-20,1
N11777761,1
N11820551,1
N11800904,1
3613559-10,1
N11859287,1
N11812327,1
N11824953,1
N11799010,1
N11836613,1
N11813564,1
N11782506,1
N11815912,1
N11840425,1
N11818985,1
N11830374,1
000028257,1
600306-20,1
N11834525,1
N11777665,1
2525087-20,1
N11858500,1
N11807081,1
N11804330,1
N11825521,1
N11793354,1
N11774133,1
N11825293,1
N11812222,1
000027408,1
N11828773,1
227475-40,1
N11830032,1
N11784687,1
N11769617,1
N11859100,1
N11804748,1
14265000033632,1
N11773803,1
2924639-20,1
1386124-20,1
N11815769,1
N11774837,1
N11812663,1
000028203,1
N11857324,1
4168485-10,1
N11815593,1
N11777571,1
N11795593,1
N11856908,1
N11867870,1
N11875383,1
4160034-10,1
N11822790,1
N11824754,1
N11808374,1
N11807095,1
N11860601,1
N11855862,1
610723-20,1
N11795904,1
N11820142,1
N11811192,1
N11860477,1
N11836891,1
N11779124,1
N11856790,1
000027993,1
N11835668,1
N11830304,1
N11855640,1
N11832860,1
N11808075,1
N11836876,1
N11782503,1
N11858577,1
N11832081,1
243975-20,1
14265000025265,1
N11817865,1
N11811615,1
N11818395,1
N11773108,1
N11852804,1
3136382-20,1
N11809186,1
N11806647,1
N11832990,1
N11799571,1
278206-40,1
N11815686,1
N11806999,1
N11804245,1
N11823174,1
5014731-10,1
N11804400,1
N11848724,1
N11825861,1
674577-20,1
N11831254,1
N11832066,1
N11830307,1
N11797082,1
N11830155,1
N11815632,1
N11827974,1
3212351-10,1
N11806221,1
N11791276,1
645776-40,1
N11800703,1
N11828590,1
N11777311,1
1745971-30,1
14265000019110,1
N11836317,1
644014-20,1
N11780174,1
N11773537,1
N11808452,1
N11814878,1
N11848704,1
14265000021041,1
N11809827,1
4226387-10,1
N11812321,1
N11828877,1
711747-30,1
N11825962,1
N11840503,1
N11777747,1
3180896-20,1
N11845284,1
N11835144,1
N11832998,1
N11797796,1
N11868649,1
N11836571,1
N11837092,1
N11828324,1
N11777415,1
N11857410,1
N11806684,1
N11797680,1
000032956,1
N11803914,1
N11805265,1
N11806239,1
N11859594,1
N11798418,1
N11803027,1
N11807350,1
N11866817,1
408619-30,1
N11804038,1
N11825449,1
N11833745,1
N11795451,1
701213-30,1
N11801189,1
N11784240,1
N11828751,1
N11810122,1
N11800952,1
N11859408,1
N11840470,1
N11865245,1
N11831930,1
N11823499,1
N11808120,1
N11844913,1
N11859424,1
N11849021,1
3597273-10,1
1325097-100,1
N11776272,1
N11830544,1
N11823765,1
N11838785,1
N11814511,1
N11807998,1
N11817576,1
N11813264,1
14265000025364,1
N11792559,1
5824970-10,1
N11784105,1
N11808067,1
N11821534,1
N11774317,1
N11821351,1
N11836938,1
N11793922,1
N11777367,1
N11804078,1
N11860248,1
N11859945,1
N11795436,1
N11817482,1
N11822181,1
N11809466,1
N11819070,1
N11772956,1
N11831984,1
N11798854,1
000028451,1
N11820471,1
000028704,1
N11858647,1
N11818504,1
N11784724,1
N11857285,1
N11829468,1
N11822683,1
N11836031,1
N11802823,1
N11800154,1
N11804701,1
N11793500,1
N11818670,1
000027689,1
N11838694,1
3425166-30,1
N11783819,1
N11825438,1
N11855687,1
N11829371,1
N11836645,1
N11779501,1
N11803549,1
N11787704,1
N11805099,1
N11796991,1
N11855788,1
000027522,1
14265000022429,1
6061269-10,1
N11825034,1
14265000023153,1
14265000030836,1
N11797276,1
N11817944,1
N11833447,1
N11807146,1
N11840970,1
N11795529,1
N11782456,1
N11777660,1
N11775417,1
N11826990,1
N11772988,1
N11860161,1
N11799154,1
N11848576,1
N11866291,1
N11830220,1
N11803409,1
610805-20,1
4036819-10,1
N11805812,1
14265000031651,1
N11848885,1
N11801767,1
N11834147,1
N11778790,1
N11836234,1
N11821601,1
14265000024730,1
N11833518,1
3250270-20,1
N11802484,1
N11817837,1
N11815134,1
N11828131,1
N11868599,1
N11858325,1
N11794015,1
658316-20,1
1322999-20,1
N11826873,1
N11798151,1
000027469,1
N11793198,1
N11868492,1
N11784187,1
N11814796,1
N11806826,1
N11818349,1
1388699-30,1
N11801710,1
N11804028,1
1566377-20,1
N11858359,1
N11833502,1
N11814646,1
N11815266,1
2323547-70,1
N11831916,1
1723116-30,1
N11780500,1
1621758-60,1
N11830407,1
N11807329,1
N11782744,1
14265000029051,1
N11861339,1
N11793433,1
N11827642,1
000027895,1
N11796663,1
N11826375,1
N11868693,1
4155163-20,1
N11857996,1
N11817713,1
1560009-50,1
N11829591,1
N11832317,1
N11798933,1
3418811-30,1
N11818392,1
N11833632,1
N11775740,1
N11812261,1
N11828786,1
N11815157,1
N11819474,1
N11848931,1
N11791686,1
N11822762,1
N11812659,1
N11866902,1
N11772015,1
6166338-10,1
N11859134,1
N11829683,1
6198498-10,1
N11833731,1
N11785239,1
N11792756,1
N11824716,1
000032990,1
N11782435,1
N11778914,1
N11772982,1
N11811319,1
N11803684,1
N11865302,1
N11822075,1
N11852488,1
N11777872,1
N11855603,1
000027354,1
N11811146,1
N11859096,1
N11778377,1
N11808034,1
N11859119,1
N11840818,1
3367245-10,1
N11795508,1
N11818962,1
N11861470,1
000027453,1
N11824703,1
N11825093,1
N11855831,1
N11812371,1
6059148-10,1
N11800358,1
000028156,1
N11821675,1
N11810661,1
N11858200,1
3134412-20,1
N11857471,1
N11830979,1
N11829561,1
N11796149,1
N11869004,1
N11820133,1
N11822416,1
000027965,1
1303671-30,1
N11857657,1
N11825805,1
N11810346,1
N11845274,1
5910858-20,1
N11819401,1
N11858275,1
N11810759,1
N11823651,1
N11825184,1
N11833291,1
N11801940,1
N11812274,1
N11778784,1
N11779029,1
4076963-20,1
1696269-60,1
N11859260,1
3097961-10,1
N11836694,1
N11777925,1
N11833442,1
N11823381,1
N11825671,1
N11828909,1
N11779041,1
N11798054,1
N11802901,1
N11815476,1
N11875090,1
623237-30,1
N11798989,1
1758115-20,1
374865-20,1
N11800995,1
N11800993,1
N11858837,1
N11793499,1
610395-20,1
14265000021769,1
N11803358,1
N11868669,1
N11832714,1
N11805074,1
N11776716,1
N11795589,1
N11810691,1
N11810715,1
N11810029,1
000028728,1
N11827779,1
3606960-10,1
N11858029,1
N11815037,1
694202-20,1
N11825638,1
N11815519,1
N11797651,1
N11823792,1
1303030-20,1
N11815167,1
N11798785,1
N11774179,1
N11859720,1
N11855560,1
N11792630,1
N11815907,1
N11855291,1
N11855089,1
N11825664,1
N11830393,1
1485442-20,1
14265000031552,1
14265000027766,1
N11801962,1
N11812297,1
14265000032626,1
N11861401,1
3613194-20,1
N11802592,1
N11811084,1
N11816174,1
N11861835,1
N11822905,1
N11818242,1
N11798385,1
N11815831,1
N11796672,1
000028129,1
N11810693,1
N11832077,1
3357638-20,1
5680554-10,1
N11807895,1
N11817804,1
N11846251,1
6170621-10,1
N11814662,1
3473249-10,1
N11866346,1
N11814264,1
4511402-10,1
N11803213,1
N11793483,1
N11807566,1
N11812179,1
N11775478,1
N11793374,1
N11825939,1
N11844736,1
N11811678,1
N11844871,1
N11858154,1
N11856810,1
N11802440,1
N11801684,1
N11804993,1
N11840794,1
N11823500,1
N11825952,1
14265000019839,1
N11814575,1
000028288,1
N11830265,1
N11860447,1
N11801680,1
N11820393,1
N11812184,1
14265000021801,1
N11807387,1
N11807737,1
3449182-10,1
N11852692,1
N11824364,1
N11823351,1
5014729-10,1
N11852889,1
N11809028,1
611504-20,1
N11796301,1
N11806898,1
N11804897,1
N11803715,1
N11786996,1
N11801247,1
N11782352,1
N11773121,1
N11812126,1
N11785272,1
N11818097,1
N11861149,1
N11779037,1
N11828438,1
N11807344,1
N11826897,1
N11822364,1
N11830266,1
N11777727,1
000027956,1
N11823692,1
N11809127,1
N11818612,1
N11803010,1
N11825511,1
N11807651,1
N11859036,1
N11799032,1
N11836133,1
621375-30,1
N11825526,1
N11824195,1
N11828388,1
N11836261,1
N11844845,1
N11793466,1
N11810867,1
N11848612,1
N11826001,1
N11835501,1
N11803787,1
N11856804,1
N11779329,1
N11823596,1
N11849321,1
N11773787,1
N11811504,1
N11773711,1
N11814570,1
N11819840,1
N11802699,1
N11825744,1
N11840519,1
N11834752,1
N11845094,1
N11823729,1
N11799760,1
N11856248,1
N11857650,1
N11812505,1
N11858403,1
4258952-10,1
N11861756,1
N11831708,1
N11828112,1
N11822529,1
N11783413,1
N11819617,1
14265000029309,1
N11814360,1
N11848796,1
14265000023591,1
N11857245,1
N11844857,1
4493755-10,1
N11802422,1
N11826203,1
N11815543,1
N11800020,1
N11835643,1
N11825436,1
N11811844,1
N11816220,1
N11814350,1
N11822700,1
N11860654,1
N11860450,1
N11771755,1
610200-20,1
N11819063,1
N11826662,1
N11829757,1
N11792506,1
N11782987,1
602420-20,1
1295908-20,1
N11849044,1
N11833584,1
N11838156,1
N11815163,1
N11868899,1
14265000024185,1
N11771925,1
N11811790,1
N11777715,1
N11836246,1
N11825822,1
N11861563,1
N11844634,1
N11815046,1
5685149-20,1
N11826424,1
N11830827,1
N11814456,1
N11844826,1
N11792898,1
N11803253,1
N11868753,1
N11830895,1
N11855814,1
14265000025406,1
3496507-10,1
N11819155,1
000027674,1
N11809488,1
N11868351,1
14265000033129,1
N11818251,1
N11777461,1
N11816891,1
N11855682,1
N11829200,1
N11811331,1
N11814086,1
N11797832,1
N11829752,1
N11808086,1
N11777361,1
6332566-20,1
N11784642,1
N11860239,1
6319842-10,1
N11858078,1
N11833083,1
N11809772,1
N11821327,1
N11828025,1
3449146-10,1
N11833012,1
1295432-30,1
N11798342,1
N11794383,1
709713-210,1
N11858902,1
N11831132,1
N11857893,1
N11826334,1
N11823599,1
N11835097,1
N11778996,1
610202-30,1
N11844996,1
3623211-10,1
000028330,1
N11786956,1
N11811831,1
N11782792,1
N11795735,1
N11782981,1
N11782989,1
N11773786,1
N11833140,1
N11833981,1
N11776829,1
N11824994,1
3550456-10,1
5925870-10,1
4206102-10,1
N11858645,1
N11803103,1
N11801913,1
N11797253,1
N11835182,1
N11813443,1
N11802139,1
N11820148,1
N11794476,1
N11868898,1
N11811752,1
N11831939,1
N11813677,1
3400583-20,1
N11814320,1
N11803201,1
N11840851,1
N11858228,1
N11859279,1
N11794164,1
N11771858,1
N11793480,1
N11803094,1
N11858387,1
N11807754,1
669515-20,1
N11821313,1
N11777945,1
000027753,1
N11803332,1
N11771934,1
N11827167,1
N11821668,1
N11834933,1
614931-20,1
N11823567,1
N11833809,1
N11818153,1
N11784253,1
N11825421,1
N11869583,1
N11803363,1
N11861188,1
N11784117,1
N11801011,1
N11803928,1
N11872867,1
N11797027,1
N11826215,1
3215563-20,1
N11803356,1
N11836907,1
N11784575,1
N11811341,1
N11836608,1
N11803421,1
N11828940,1
N11775425,1
N11779741,1
N11775320,1
N11777095,1
N11806933,1
N11793420,1
14265000030059,1
N11795808,1
N11782507,1
N11822934,1
N11812230,1
N11776988,1
N11805075,1
N11845331,1
N11826592,1
N11825180,1
N11807390,1
N11807307,1
N11836232,1
4269649-10,1
N11793933,1
N11814648,1
N11795433,1
N11866269,1
1671596-20,1
N11818680,1
N11831271,1
N11800920,1
N11814932,1
N11793209,1
5925721-10,1
N11802435,1
N11830311,1
N11823149,1
N11782982,1
N11777797,1
N11860052,1
N11816569,1
N11795571,1
N11840651,1
N11820130,1
N11834128,1
N11821347,1
N11805993,1
N11868848,1
N11860543,1
N11833344,1
N11810960,1
N11796297,1
N11797711,1
N11777335,1
N11784614,1
N11800988,1
N11818565,1
N11811222,1
N11858080,1
N11820636,1
N11814678,1
693754-50,1
N11833530,1
N11783961,1
3135244-20,1
N11812385,1
N11804288,1
331017-20,1
000027356,1
N11816033,1
N11802768,1
N11828253,1
N11818520,1
N11829720,1
N11827391,1
N11835967,1
N11805933,1
N11828249,1
N11781059,1
N11781006,1
N11778937,1
N11807865,1
N11819785,1
N11814700,1
14265000020258,1
N11772054,1
N11820124,1
N11820906,1
N11803625,1
N11823328,1
N11809194,1
N11861050,1
N11796474,1
N11807386,1
N11816031,1
N11806493,1
N11848941,1
N11830553,1
N11777356,1
N11859929,1
N11866918,1
N11807935,1
N11776147,1
N11837007,1
N11845065,1
N11797702,1
N11809865,1
N11808288,1
N11811480,1
795551-30,1
N11811975,1
N11844538,1
428455-10,1
N11799278,1
N11826326,1
N11780178,1
000032955,1
N11807433,1
N11829239,1
6196190-10,1
N11825041,1
3525578-10,1
N11852310,1
N11822353,1
N11784524,1
739194-30,1
N11834790,1
N11829027,1
N11815961,1
5680511-10,1
N11868675,1
14265000029143,1
736756-40,1
N11819735,1
N11809148,1
N11849119,1
N11829695,1
N11861599,1
N11795179,1
N11796759,1
N11860404,1
000027387,1
N11802809,1
N11782173,1
N11803286,1
N11836861,1
N11784004,1
N11827056,1
N11832145,1
000028727,1
N11801631,1
N11807570,1
N11817532,1
N11817974,1
N11819734,1
N11804539,1
N11858488,1
N11858120,1
N11869082,1
N11823354,1
N11798076,1
N11820407,1
N11771887,1
N11840954,1
N11773669,1
N11836592,1
N11824329,1
3373411-20,1
N11852894,1
N11804311,1
3251807-10,1
N11801935,1
N11810612,1
N11782518,1
N11816561,1
N11801970,1
N11840947,1
N11858382,1
N11836846,1
N11841178,1
N11834449,1
N11849007,1
000032979,1
N11868816,1
696183-30,1
N11861846,1
N11818220,1
3597370-10,1
N11795801,1
N11861877,1
N11840534,1
N11771900,1
N11844722,1
N11837061,1
14265000019904,1
N11809690,1
N11793313,1
N11827137,1
N11816027,1
N11810751,1
N11825653,1
N11813256,1
N11868630,1
N11802431,1
N11806109,1
N11814815,1
N11866907,1
N11809990,1
N11795812,1
N11799199,1
N11827415,1
N11836895,1
14265000034507,1
N11832444,1
N11798596,1
N11861517,1
3215561-30,1
N11823152,1
N11774185,1
N11818908,1
N11790705,1
N11817400,1
N11807761,1
N11770664,1
N11840686,1
N11856424,1
N11809511,1
N11832269,1
N11803911,1
N11859899,1
N11786931,1
N11833703,1
N11860479,1
N11860301,1
N11829868,1
N11787678,1
4139114-10,1
N11776361,1
N11828425,1
N11848944,1
N11804740,1
N11803374,1
N11798572,1
N11805245,1
N11828680,1
N11803853,1
000032980,1
N11811535,1
N11776628,1
N11800494,1
N11868815,1
N11868781,1
N11830234,1
N11807585,1
14265000034267,1
N11866354,1
N11774660,1
N11817088,1
N11844754,1
N11828996,1
N11833058,1
N11799340,1
654930-20,1
3503892-20,1
630298-20,1
N11815488,1
N11844882,1
N11828754,1
N11825652,1
N11803022,1
5014544-20,1
N11793371,1
N11804125,1
N11860150,1
14265000024854,1
N11782244,1
N11799349,1
N11806871,1
N11777614,1
N11823347,1
N11830119,1
N11825525,1
N11830295,1
N11831429,1
N11868918,1
3559137-10,1
3438159-10,1
N11857367,1
N11808008,1
N11860952,1
N11855480,1
N11858559,1
N11810034,1
N11804416,1
N11826762,1
N11810607,1
N11822600,1
N11836447,1
N11849122,1
10699246-20,1
N11855875,1
N11834874,1
N11793305,1
N11816959,1
N11831797,1
N11856205,1
N11802184,1
N11832994,1
N11787716,1
N11798405,1
N11836823,1
N11810207,1
N11837020,1
000027774,1
N11817946,1
N11835099,1
N11830247,1
N11855579,1
N11833075,1
N11775191,1
N11860774,1
N11798132,1
N11792581,1
N11810415,1
N11809893,1
N11827718,1
N11801465,1
N11799287,1
N11806596,1
N11845289,1
N11868953,1
2210595-240,1
N11805624,1
N11865838,1
N11815538,1
N11859963,1
N11823779,1
3079233-20,1
N11815142,1
N11823799,1
3671754-20,1
N11803226,1
N11819810,1
N11855643,1
N11830073,1
N11792518,1
N11811539,1
N11852876,1
N11775405,1
N11805455,1
N11797007,1
N11855680,1
N11825570,1
000027520,1
N11811265,1
N11798311,1
14265000018195,1
14265000028657,1
N11814519,1
N11856460,1
3415682-20,1
692774-20,1
N11837077,1
N11823569,1
N11858858,1
620497-20,1
N11868854,1
14265000019706,1
N11806020,1
N11775736,1
323391-20,1
N11809857,1
N11859737,1
N11814081,1
N11808141,1
14265000021553,1
N11812303,1
N11815490,1
N11811283,1
N11829905,1
5030730-10,1
7480271-10,1
3994868-20,1
N11776264,1
N11811237,1
3439851-10,1
N11816183,1
N11798985,1
N11833575,1
N11805917,1
N11794675,1
N11826011,1
14265000018203,1
N11805294,1
N11793896,1
N11823558,1
N11784722,1
N11802899,1
N11836996,1
N11800439,1
N11814975,1
1696480-20,1
N11830802,1
N11802060,1
N11778441,1
N11809497,1
N11855883,1
N11805930,1
N11822191,1
N11833722,1
N11784738,1
N11835134,1
N11835973,1
N11800608,1
14265000027832,1
N11835675,1
N11800911,1
000028015,1
N11834153,1
N11863324,1
N11803382,1
N11824529,1
N11807789,1
N11827001,1
N11858918,1
N11868923,1
N11863513,1
N11856991,1
N11807475,1
N11848985,1
N11792744,1
N11793516,1
N11812499,1
N11867955,1
N11802804,1
N11812276,1
N11820054,1
N11829876,1
N11775915,1
N11829802,1
N11821146,1
N11810234,1
N11802887,1
N11825082,1
N11841126,1
N11805800,1
N11806659,1
N11816261,1
N11817545,1
N11858622,1
N11859949,1
N11825589,1
N11848907,1
000028234,1
N11861853,1
N11801990,1
329811-30,1
N11813588,1
N11832037,1
N11795447,1
4113868-10,1
N11809946,1
14265000028129,1
N11801615,1
000027399,1
4542406-10,1
N11859606,1
N11814307,1
14265000030042,1
N11829737,1
N11849090,1
N11784560,1
14265000022601,1
N11776246,1
N11774802,1
N11819878,1
N11807866,1
701597-20,1
N11818271,1
N11822805,1
N11824244,1
N11819464,1
N11835878,1
N11798053,1
N11822166,1
N11861899,1
6255273-10,1
N11858661,1
N11833635,1
N11815956,1
N11857165,1
620700-20,1
N11836878,1
N11822097,1
N11787016,1
N11845086,1
N11799703,1
N11868707,1
N11777725,1
N11823467,1
N11775786,1
000027405,1
N11817954,1
N11820199,1
N11795600,1
N11860793,1
N11807610,1
N11866821,1
14265000027493,1
N11866938,1
N11775265,1
N11868870,1
N11799902,1
N11821177,1
N11803034,1
N11810945,1
N11833023,1
N11798344,1
N11802426,1
N11779115,1
N11810967,1
N11859578,1
N11844413,1
N11807417,1
N11809111,1
N11826411,1
N11805636,1
3220705-20,1
N11803125,1
000028595,1
000028744,1
N11836677,1
000028560,1
N11812199,1
1808535-40,1
N11802277,1
N11833970,1
N11792762,1
14265000024433,1
N11829079,1
N11825580,1
N11804610,1
N11818253,1
N11857190,1
N11822985,1
N11832972,1
N11787689,1
N11859439,1
N11819095,1
N11796692,1
N11805887,1
N11777591,1
N11814805,1
N11827742,1
N11782472,1
N11813979,1
N11819920,1
N11801725,1
N11836915,1
N11828776,1
N11855736,1
N11868114,1
N11799632,1
N11829603,1
N11848578,1
000032942,1
14265000031156,1
N11868397,1
N11870205,1
N11822452,1
000028569,1
769758-20,1
N11815564,1
N11800697,1
N11861783,1
1388857-30,1
N11849153,1
N11824931,1
N11826070,1
1305924-20,1
N11859143,1
N11821746,1
610137-20,1
N11830268,1
N11811138,1
N11824812,1
5683311-20,1
N11858810,1
N11868433,1
3439886-20,1
N11803786,1
N11793382,1
N11866746,1
000027514,1
N11858547,1
N11815775,1
N11840749,1
1596496-20,1
N11779028,1
826763-20,1
N11807145,1
N11776403,1
N11803402,1
N11773628,1
N11784566,1
N11856195,1
N11810632,1
000027898,1
N11805992,1
N11836642,1
000027490,1
N11801844,1
N11805713,1
N11806127,1
N11860449,1
N11811126,1
2073994-40,1
N11803045,1
N11840412,1
N11812446,1
N11811295,1
N11816978,1
N11856309,1
14265000019870,1
802885-40,1
N11828347,1
N11777119,1
N11829507,1
N11797305,1
N11815511,1
N11825775,1
N11804144,1
743895-20,1
3389971-30,1
N11834786,1
000027654,1
N11774168,1
N11802571,1
N11857213,1
14265000029572,1
N11836115,1
N11833334,1
N11823359,1
N11856974,1
N11815274,1
N11858103,1
3335037-20,1
N11829822,1
N11859940,1
N11807841,1
N11857028,1
N11804431,1
610827-20,1
N11859718,1
N11859561,1
N11808092,1
N11779310,1
N11826478,1
N11801012,1
N11799704,1
4224659-10,1
N11833663,1
000028221,1
N11807800,1
N11801523,1
000028514,1
000027428,1
N11812189,1
N11824704,1
3530707-10,1
754218-40,1
N11815986,1
14265000025877,1
4600706-10,1
N11858035,1
N11832526,1
N11829552,1
N11835960,1
N11798507,1
N11861909,1
N11859902,1
N11856950,1
5014742-10,1
N11835640,1
4185394-10,1
N11772251,1
N11829658,1
N11793914,1
5912608-20,1
N11823808,1
N11825019,1
000028637,1
N11814882,1
N11826525,1
N11812086,1
N11821176,1
N11774362,1
N11810906,1
N11782460,1
N11833013,1
N11817847,1
N11801459,1
713997-170,1
3995912-10,1
N11855199,1
N11803749,1
000028692,1
N11808751,1
242149-70,1
N11798961,1
N11803021,1
1475546-20,1
N11855747,1
N11827822,1
N11770642,1
N11774417,1
N11826767,1
N11803310,1
N11866700,1
N11858849,1
N11836709,1
N11829062,1
4085702-10,1
N11815447,1
N11802402,1
N11840874,1
N11814055,1
N11813060,1
610605-20,1
N11814277,1
N11811961,1
N11818067,1
N11833707,1
N11827438,1
N11829357,1
14265000020217,1
N11859661,1
N11835665,1
N11804392,1
3282857-30,1
N11830310,1
N11865733,1
N11818261,1
N11828309,1
N11861573,1
N11865111,1
000028200,1
N11823720,1
N11825005,1
N11848551,1
000027915,1
N11819232,1
N11849014,1
000028538,1
N11780900,1
14265000031784,1
N11783969,1
N11798160,1
N11798395,1
14265000022775,1
3472957-10,1
N11836043,1
N11798530,1
N11798974,1
N11820863,1
14265000022742,1
N11799572,1
N11836170,1
14265000031685,1
N11792709,1
000028167,1
N11828343,1
N11855350,1
N11804179,1
N11817876,1
N11901281,1
N11794587,1
N11807723,1
N11825862,1
3410624-10,1
N11844518,1
N11821999,1
N11836393,1
N11829654,1
N11829922,1
N11802353,1
N11804161,1
N11813704,1
N11773788,1
N11844377,1
N11825844,1
N11813401,1
N11810228,1
N11828662,1
000028488,1
N11796555,1
N11833399,1
N11836352,1
14265000018401,1
N11822142,1
N11844611,1
N11813843,1
N11816757,1
N11812397,1
N11828891,1
N11831860,1
4681571-10,1
N11795502,1
N11835427,1
N11826783,1
N11802595,1
N11819788,1
N11855606,1
N11797048,1
N11816638,1
N11834784,1
N11835012,1
N11811603,1
N11829613,1
N11814863,1
N11796489,1
N11829122,1
N11807371,1
636093-20,1
N11813026,1
N11818229,1
379452-20,1
N11801555,1
N11780236,1
N11777345,1
N11793511,1
N11821750,1
N11836940,1
668190-20,1
N11807575,1
N11848733,1
N11802851,1
N11777703,1
14265000020019,1
N11794518,1
N11774781,1
3424642-20,1
14265000022932,1
N11801467,1
N11814517,1
N11823530,1
5766750-10,1
1302378-30,1
14265000030331,1
N11799450,1
N11814747,1
N11831028,1
N11800366,1
N11806884,1
N11859725,1
N11805060,1
696178-20,1
N11848713,1
N11801599,1
N11804139,1
N11821209,1
N11860405,1
14265000024573,1
N11815138,1
N11835822,1
N11844843,1
5687525-10,1
N11793256,1
N11798826,1
N11799539,1
N11803024,1
N11823713,1
N11813569,1
N11786994,1
N11773785,1
N11777996,1
N11849040,1
N11818732,1
N11825748,1
N11870127,1
N11799113,1
N11813045,1
N11826870,1
N11806053,1
6053654-10,1
3444754-20,1
N11856940,1
N11819689,1
N11776724,1
N11774401,1
